"","Condition","List","GenderRating","Name","Prompt","Male","Female","Other","Likeable","Accomplished","Important","SubjID","SubjGender","SubjAge","SubjRace","SubjEd"
"3364","last","1B",3.75,"Quinn Young","album",0,1,0,2,2,3,"R_1rdIdG69vCWlw9t","male","45 - 54","White","4 year degree"
"3365","last","1B",6.78,"Rebecca Bell","animals",0,1,0,2,2,3,"R_1rdIdG69vCWlw9t","male","45 - 54","White","4 year degree"
"3366","last","1B",4.34,"Riley Hill","meals",0,1,0,2,3,5,"R_1rdIdG69vCWlw9t","male","45 - 54","White","4 year degree"
"3367","last","1B",2.41,"Tommie Brown","science",0,1,0,3,3,4,"R_1rdIdG69vCWlw9t","male","45 - 54","White","4 year degree"
"3368","last","2B",5.22,"Blair Young","animals",1,0,0,1,2,1,"R_2Pvwtv1M9Rumtdj","female","45 - 54","White","Doctorate"
"3369","last","2B",1.24,"Brian Wright","science",1,0,0,3,3,3,"R_2Pvwtv1M9Rumtdj","female","45 - 54","White","Doctorate"
"3370","last","2B",5.86,"Elisha Bell","book",0,1,0,1,3,3,"R_2Pvwtv1M9Rumtdj","female","45 - 54","White","Doctorate"
"3371","last","2B",3.75,"Quinn Brooks","politics",1,0,0,1,1,2,"R_2Pvwtv1M9Rumtdj","female","45 - 54","White","Doctorate"
"3372","last","2B",6.78,"Rebecca King","album",1,0,0,1,2,2,"R_2Pvwtv1M9Rumtdj","female","45 - 54","White","Doctorate"
"3373","last","2B",4.34,"Riley Campbell","sports",0,1,0,2,3,3,"R_2Pvwtv1M9Rumtdj","female","45 - 54","White","Doctorate"
"3374","last","2B",2.41,"Tommie Hill","meals",0,1,0,3,4,4,"R_2Pvwtv1M9Rumtdj","female","45 - 54","White","Doctorate"
"3375","last","2A",2.12,"Chris Collins","meals",0,1,0,2,2,2,"R_21aLAW53HyKHItu","male","35 - 44","White","4 year degree"
"3376","last","2A",5.59,"Jodie Ward","animals",1,0,0,2,2,2,"R_21aLAW53HyKHItu","male","35 - 44","White","4 year degree"
"3377","last","2A",4.73,"Kerry Moore","book",1,0,0,2,2,3,"R_21aLAW53HyKHItu","male","35 - 44","White","4 year degree"
"3378","last","2A",6.73,"Mary Brown","politics",0,1,0,2,2,1,"R_21aLAW53HyKHItu","male","35 - 44","White","4 year degree"
"3379","last","2A",1.21,"Matthew Turner","album",0,1,0,2,2,3,"R_21aLAW53HyKHItu","male","35 - 44","White","4 year degree"
"3380","last","2A",3.61,"Stevie Cooper","science",1,0,0,2,1,1,"R_21aLAW53HyKHItu","male","35 - 44","White","4 year degree"
"3381","last","2A",4.22,"Taylor Smith","sports",1,0,0,2,2,4,"R_21aLAW53HyKHItu","male","35 - 44","White","4 year degree"
"3382","last","3C",6.24,"Ashley Green","album",0,1,0,4,2,4,"R_RRJd4Bbkj4QIMiB","female","25 - 34","Black or African American","4 year degree"
"3383","last","3C",2.61,"Emerson Baker","animals",0,1,0,2,2,1,"R_RRJd4Bbkj4QIMiB","female","25 - 34","Black or African American","4 year degree"
"3384","last","3C",6.82,"Emily Brooks","politics",1,0,0,2,2,1,"R_RRJd4Bbkj4QIMiB","female","25 - 34","Black or African American","4 year degree"
"3385","last","3C",5.34,"Jackie Walker","book",0,1,0,2,2,2,"R_RRJd4Bbkj4QIMiB","female","25 - 34","Black or African American","4 year degree"
"3386","last","3C",1.28,"James White","sports",1,0,0,2,1,2,"R_RRJd4Bbkj4QIMiB","female","25 - 34","Black or African American","4 year degree"
"3387","last","3C",4.39,"Jessie Turner","science",0,1,0,2,1,1,"R_RRJd4Bbkj4QIMiB","female","25 - 34","Black or African American","4 year degree"
"3388","last","3C",3.87,"Reese Campbell","meals",0,1,0,1,1,1,"R_RRJd4Bbkj4QIMiB","female","25 - 34","Black or African American","4 year degree"
"3389","last","2B",5.22,"Blair Young","animals",1,0,0,1,2,1,"R_22WycuYSxbKnwqk","female","35 - 44","White","Less than high school"
"3390","last","2B",1.24,"Brian Wright","science",1,0,0,2,1,1,"R_22WycuYSxbKnwqk","female","35 - 44","White","Less than high school"
"3391","last","2B",5.86,"Elisha Bell","book",0,1,0,1,3,4,"R_22WycuYSxbKnwqk","female","35 - 44","White","Less than high school"
"3392","last","2B",3.75,"Quinn Brooks","politics",1,0,0,2,2,3,"R_22WycuYSxbKnwqk","female","35 - 44","White","Less than high school"
"3393","last","2B",6.78,"Rebecca King","album",0,1,0,2,5,5,"R_22WycuYSxbKnwqk","female","35 - 44","White","Less than high school"
"3394","last","2B",4.34,"Riley Campbell","sports",1,0,0,2,3,5,"R_22WycuYSxbKnwqk","female","35 - 44","White","Less than high school"
"3395","last","2B",2.41,"Tommie Hill","meals",1,0,0,1,6,1,"R_22WycuYSxbKnwqk","female","35 - 44","White","Less than high school"
"3396","last","3B",5.22,"Blair Hill","book",1,0,0,6,5,6,"R_2AR1672hV5bY9CR","male","25 - 34","Black or African American","Professional degree"
"3397","last","3B",1.24,"Brian King","animals",1,0,0,6,5,6,"R_2AR1672hV5bY9CR","male","25 - 34","Black or African American","Professional degree"
"3398","last","3B",5.86,"Elisha Moore","politics",0,1,0,5,6,6,"R_2AR1672hV5bY9CR","male","25 - 34","Black or African American","Professional degree"
"3399","last","3B",3.75,"Quinn Parker","sports",1,0,0,6,5,5,"R_2AR1672hV5bY9CR","male","25 - 34","Black or African American","Professional degree"
"3400","last","3B",6.78,"Rebecca Wright","meals",1,0,0,6,6,7,"R_2AR1672hV5bY9CR","male","25 - 34","Black or African American","Professional degree"
"3401","last","3B",4.34,"Riley Cook","science",1,0,0,5,6,6,"R_2AR1672hV5bY9CR","male","25 - 34","Black or African American","Professional degree"
"3402","last","3B",2.41,"Tommie Smith","album",0,1,0,6,5,6,"R_2AR1672hV5bY9CR","male","25 - 34","Black or African American","Professional degree"
"3403","last","3A",2.12,"Chris Young","politics",1,0,0,6,6,6,"R_1OBsiQzpWJNmKI2","female","25 - 34","White","4 year degree"
"3404","last","3A",5.59,"Jodie Cooper","sports",1,0,0,7,7,7,"R_1OBsiQzpWJNmKI2","female","25 - 34","White","4 year degree"
"3405","last","3A",4.73,"Kerry Bell","animals",1,0,0,6,6,7,"R_1OBsiQzpWJNmKI2","female","25 - 34","White","4 year degree"
"3406","last","3A",6.73,"Mary Collins","album",1,0,0,6,6,6,"R_1OBsiQzpWJNmKI2","female","25 - 34","White","4 year degree"
"3407","last","3A",1.21,"Matthew Brown","science",1,0,0,6,6,7,"R_1OBsiQzpWJNmKI2","female","25 - 34","White","4 year degree"
"3408","last","3A",3.61,"Stevie Ward","meals",1,0,0,6,6,7,"R_1OBsiQzpWJNmKI2","female","25 - 34","White","4 year degree"
"3409","last","3A",4.22,"Taylor Miller","book",1,0,0,6,6,6,"R_1OBsiQzpWJNmKI2","female","25 - 34","White","4 year degree"
"3410","last","2C",6.24,"Ashley Walker","science",0,1,0,3,2,2,"R_3fBHk91f8kuceQ4","female","35 - 44","White","Some college"
"3411","last","2C",2.61,"Emerson Green","sports",1,0,0,2,1,2,"R_3fBHk91f8kuceQ4","female","35 - 44","White","Some college"
"3412","last","2C",6.82,"Emily Baker","animals",0,1,0,1,1,1,"R_3fBHk91f8kuceQ4","female","35 - 44","White","Some college"
"3413","last","2C",5.34,"Jackie White","meals",0,1,0,1,2,1,"R_3fBHk91f8kuceQ4","female","35 - 44","White","Some college"
"3414","last","2C",1.28,"James Miller","politics",1,0,0,4,4,4,"R_3fBHk91f8kuceQ4","female","35 - 44","White","Some college"
"3415","last","2C",4.39,"Jessie Cook","book",1,0,0,4,2,4,"R_3fBHk91f8kuceQ4","female","35 - 44","White","Some college"
"3416","last","2C",3.87,"Reese Parker","album",1,0,0,4,3,4,"R_3fBHk91f8kuceQ4","female","35 - 44","White","Some college"
"3417","last","1A",2.12,"Chris Miller","science",1,0,0,2,2,2,"R_ZgBpoIFgFS9x1yp","male","25 - 34","White","4 year degree"
"3418","last","1A",5.59,"Jodie Parker","book",0,1,0,2,1,4,"R_ZgBpoIFgFS9x1yp","male","25 - 34","White","4 year degree"
"3419","last","1A",4.73,"Kerry Baker","album",0,1,0,3,1,4,"R_ZgBpoIFgFS9x1yp","male","25 - 34","White","4 year degree"
"3420","last","1A",6.73,"Mary Cooper","sports",0,1,0,1,1,1,"R_ZgBpoIFgFS9x1yp","male","25 - 34","White","4 year degree"
"3421","last","1A",1.21,"Matthew Smith","animals",1,0,0,1,3,1,"R_ZgBpoIFgFS9x1yp","male","25 - 34","White","4 year degree"
"3422","last","1A",3.61,"Stevie White","politics",1,0,0,2,4,1,"R_ZgBpoIFgFS9x1yp","male","25 - 34","White","4 year degree"
"3423","last","1A",4.22,"Taylor Wright","meals",0,1,0,1,5,1,"R_ZgBpoIFgFS9x1yp","male","25 - 34","White","4 year degree"
"3424","last","2B",5.22,"Blair Young","animals",1,0,0,2,2,2,"R_1lc6GecWcTe2x2p","male","18 - 24","Black or African American","4 year degree"
"3425","last","2B",1.24,"Brian Wright","science",1,0,0,5,5,5,"R_1lc6GecWcTe2x2p","male","18 - 24","Black or African American","4 year degree"
"3426","last","2B",5.86,"Elisha Bell","book",1,0,0,2,2,2,"R_1lc6GecWcTe2x2p","male","18 - 24","Black or African American","4 year degree"
"3427","last","2B",3.75,"Quinn Brooks","politics",1,0,0,2,2,3,"R_1lc6GecWcTe2x2p","male","18 - 24","Black or African American","4 year degree"
"3428","last","2B",6.78,"Rebecca King","album",1,0,0,3,2,1,"R_1lc6GecWcTe2x2p","male","18 - 24","Black or African American","4 year degree"
"3429","last","2B",4.34,"Riley Campbell","sports",1,0,0,3,1,1,"R_1lc6GecWcTe2x2p","male","18 - 24","Black or African American","4 year degree"
"3430","last","2B",2.41,"Tommie Hill","meals",1,0,0,2,3,2,"R_1lc6GecWcTe2x2p","male","18 - 24","Black or African American","4 year degree"
"3431","last","1A",2.12,"Chris Miller","science",1,0,0,3,2,2,"R_12a8XWM8PordNcb","male","25 - 34","White","High school graduate"
"3432","last","1A",5.59,"Jodie Parker","book",0,1,0,3,2,3,"R_12a8XWM8PordNcb","male","25 - 34","White","High school graduate"
"3433","last","1A",4.73,"Kerry Baker","album",0,1,0,3,3,4,"R_12a8XWM8PordNcb","male","25 - 34","White","High school graduate"
"3434","last","1A",6.73,"Mary Cooper","sports",0,1,0,2,2,4,"R_12a8XWM8PordNcb","male","25 - 34","White","High school graduate"
"3435","last","1A",1.21,"Matthew Smith","animals",0,1,0,2,3,2,"R_12a8XWM8PordNcb","male","25 - 34","White","High school graduate"
"3436","last","1A",3.61,"Stevie White","politics",1,0,0,2,3,3,"R_12a8XWM8PordNcb","male","25 - 34","White","High school graduate"
"3437","last","1A",4.22,"Taylor Wright","meals",1,0,0,1,3,2,"R_12a8XWM8PordNcb","male","25 - 34","White","High school graduate"
"3438","last","1B",5.22,"Blair Campbell","politics",1,0,0,2,2,3,"R_r2eM5dvzXNUlNzH","female","25 - 34","White Black or African American","4 year degree"
"3439","last","1B",1.24,"Brian Walker","sports",1,0,0,3,2,3,"R_r2eM5dvzXNUlNzH","female","25 - 34","White Black or African American","4 year degree"
"3440","last","1B",5.86,"Elisha Collins","book",1,0,0,2,1,3,"R_r2eM5dvzXNUlNzH","female","25 - 34","White Black or African American","4 year degree"
"3441","last","1B",3.75,"Quinn Young","album",0,1,0,2,1,2,"R_r2eM5dvzXNUlNzH","female","25 - 34","White Black or African American","4 year degree"
"3442","last","1B",6.78,"Rebecca Bell","animals",0,1,0,1,1,1,"R_r2eM5dvzXNUlNzH","female","25 - 34","White Black or African American","4 year degree"
"3443","last","1B",4.34,"Riley Hill","meals",1,0,0,1,1,1,"R_r2eM5dvzXNUlNzH","female","25 - 34","White Black or African American","4 year degree"
"3444","last","1B",2.41,"Tommie Brown","science",1,0,0,4,3,5,"R_r2eM5dvzXNUlNzH","female","25 - 34","White Black or African American","4 year degree"
"3445","last","3B",5.22,"Blair Hill","book",1,0,0,2,1,3,"R_1gC8frBAztAcTT5","male","45 - 54","Black or African American","4 year degree"
"3446","last","3B",1.24,"Brian King","animals",1,0,0,1,4,3,"R_1gC8frBAztAcTT5","male","45 - 54","Black or African American","4 year degree"
"3447","last","3B",5.86,"Elisha Moore","politics",0,1,0,4,4,3,"R_1gC8frBAztAcTT5","male","45 - 54","Black or African American","4 year degree"
"3448","last","3B",3.75,"Quinn Parker","sports",1,0,0,3,2,4,"R_1gC8frBAztAcTT5","male","45 - 54","Black or African American","4 year degree"
"3449","last","3B",6.78,"Rebecca Wright","meals",0,1,0,1,3,1,"R_1gC8frBAztAcTT5","male","45 - 54","Black or African American","4 year degree"
"3450","last","3B",4.34,"Riley Cook","science",0,1,0,2,1,3,"R_1gC8frBAztAcTT5","male","45 - 54","Black or African American","4 year degree"
"3451","last","3B",2.41,"Tommie Smith","album",1,0,0,4,1,2,"R_1gC8frBAztAcTT5","male","45 - 54","Black or African American","4 year degree"
"3452","last","2C",6.24,"Ashley Walker","science",1,0,0,2,2,2,"R_urFPbnGIpIseepb","male","25 - 34","White","Professional degree"
"3453","last","2C",2.61,"Emerson Green","sports",1,0,0,2,2,2,"R_urFPbnGIpIseepb","male","25 - 34","White","Professional degree"
"3454","last","2C",6.82,"Emily Baker","animals",0,1,0,2,2,2,"R_urFPbnGIpIseepb","male","25 - 34","White","Professional degree"
"3455","last","2C",5.34,"Jackie White","meals",1,0,0,1,1,1,"R_urFPbnGIpIseepb","male","25 - 34","White","Professional degree"
"3456","last","2C",1.28,"James Miller","politics",0,1,0,3,3,3,"R_urFPbnGIpIseepb","male","25 - 34","White","Professional degree"
"3457","last","2C",4.39,"Jessie Cook","book",0,1,0,2,2,2,"R_urFPbnGIpIseepb","male","25 - 34","White","Professional degree"
"3458","last","2C",3.87,"Reese Parker","album",0,1,0,2,2,2,"R_urFPbnGIpIseepb","male","25 - 34","White","Professional degree"
"3459","last","1C",6.24,"Ashley Cook","book",0,1,0,2,1,3,"R_3qjtBaZtlxAx1Z4","male","25 - 34","White","4 year degree"
"3460","last","1C",2.61,"Emerson Moore","meals",1,0,0,1,3,1,"R_3qjtBaZtlxAx1Z4","male","25 - 34","White","4 year degree"
"3461","last","1C",6.82,"Emily Ward","album",0,1,0,3,2,3,"R_3qjtBaZtlxAx1Z4","male","25 - 34","White","4 year degree"
"3462","last","1C",5.34,"Jackie Turner","animals",1,0,0,1,2,1,"R_3qjtBaZtlxAx1Z4","male","25 - 34","White","4 year degree"
"3463","last","1C",1.28,"James Green","science",1,0,0,3,3,2,"R_3qjtBaZtlxAx1Z4","male","25 - 34","White","4 year degree"
"3464","last","1C",4.39,"Jessie Brooks","sports",1,0,0,3,1,4,"R_3qjtBaZtlxAx1Z4","male","25 - 34","White","4 year degree"
"3465","last","1C",3.87,"Reese King","politics",1,0,0,4,3,5,"R_3qjtBaZtlxAx1Z4","male","25 - 34","White","4 year degree"
"3466","last","1B",5.22,"Blair Campbell","politics",0,1,0,2,4,2,"R_3rPdXHSi1OCm0ge","male","35 - 44","White","Professional degree"
"3467","last","1B",1.24,"Brian Walker","sports",1,0,0,2,1,3,"R_3rPdXHSi1OCm0ge","male","35 - 44","White","Professional degree"
"3468","last","1B",5.86,"Elisha Collins","book",1,0,0,3,2,5,"R_3rPdXHSi1OCm0ge","male","35 - 44","White","Professional degree"
"3469","last","1B",3.75,"Quinn Young","album",0,1,0,2,2,4,"R_3rPdXHSi1OCm0ge","male","35 - 44","White","Professional degree"
"3470","last","1B",6.78,"Rebecca Bell","animals",0,1,0,2,3,2,"R_3rPdXHSi1OCm0ge","male","35 - 44","White","Professional degree"
"3471","last","1B",4.34,"Riley Hill","meals",0,1,0,1,2,2,"R_3rPdXHSi1OCm0ge","male","35 - 44","White","Professional degree"
"3472","last","1B",2.41,"Tommie Brown","science",1,0,0,3,2,2,"R_3rPdXHSi1OCm0ge","male","35 - 44","White","Professional degree"
"3473","last","3A",2.12,"Chris Young","politics",1,0,0,2,3,3,"R_2qdV46gdO5qK5PR","female","25 - 34","Asian","Professional degree"
"3474","last","3A",5.59,"Jodie Cooper","sports",0,1,0,3,1,3,"R_2qdV46gdO5qK5PR","female","25 - 34","Asian","Professional degree"
"3475","last","3A",4.73,"Kerry Bell","animals",0,1,0,2,3,4,"R_2qdV46gdO5qK5PR","female","25 - 34","Asian","Professional degree"
"3476","last","3A",6.73,"Mary Collins","album",0,1,0,3,2,3,"R_2qdV46gdO5qK5PR","female","25 - 34","Asian","Professional degree"
"3477","last","3A",1.21,"Matthew Brown","science",1,0,0,3,2,4,"R_2qdV46gdO5qK5PR","female","25 - 34","Asian","Professional degree"
"3478","last","3A",3.61,"Stevie Ward","meals",1,0,0,2,3,3,"R_2qdV46gdO5qK5PR","female","25 - 34","Asian","Professional degree"
"3479","last","3A",4.22,"Taylor Miller","book",1,0,0,3,3,3,"R_2qdV46gdO5qK5PR","female","25 - 34","Asian","Professional degree"
"3480","last","3C",6.24,"Ashley Green","album",0,1,0,2,2,2,"R_RqM5txymMhugEmJ",NA,"18 - 24","White","Some college"
"3481","last","3C",2.61,"Emerson Baker","animals",0,1,0,5,5,5,"R_RqM5txymMhugEmJ",NA,"18 - 24","White","Some college"
"3482","last","3C",6.82,"Emily Brooks","politics",1,0,0,3,3,2,"R_RqM5txymMhugEmJ",NA,"18 - 24","White","Some college"
"3483","last","3C",5.34,"Jackie Walker","book",0,1,0,3,3,3,"R_RqM5txymMhugEmJ",NA,"18 - 24","White","Some college"
"3484","last","3C",1.28,"James White","sports",0,1,0,5,3,5,"R_RqM5txymMhugEmJ",NA,"18 - 24","White","Some college"
"3485","last","3C",4.39,"Jessie Turner","science",0,1,0,2,3,2,"R_RqM5txymMhugEmJ",NA,"18 - 24","White","Some college"
"3486","last","3C",3.87,"Reese Campbell","meals",1,0,0,5,3,5,"R_RqM5txymMhugEmJ",NA,"18 - 24","White","Some college"
"3487","last","1B",5.22,"Blair Campbell","politics",1,0,0,2,3,3,"R_28AQH6PeGcI6URL","male","35 - 44","White","4 year degree"
"3488","last","1B",1.24,"Brian Walker","sports",1,0,0,2,1,3,"R_28AQH6PeGcI6URL","male","35 - 44","White","4 year degree"
"3489","last","1B",5.86,"Elisha Collins","book",0,1,0,2,2,4,"R_28AQH6PeGcI6URL","male","35 - 44","White","4 year degree"
"3490","last","1B",3.75,"Quinn Young","album",0,1,0,3,4,5,"R_28AQH6PeGcI6URL","male","35 - 44","White","4 year degree"
"3491","last","1B",6.78,"Rebecca Bell","animals",0,1,0,2,5,6,"R_28AQH6PeGcI6URL","male","35 - 44","White","4 year degree"
"3492","last","1B",4.34,"Riley Hill","meals",0,1,0,3,5,5,"R_28AQH6PeGcI6URL","male","35 - 44","White","4 year degree"
"3493","last","1B",2.41,"Tommie Brown","science",1,0,0,4,3,4,"R_28AQH6PeGcI6URL","male","35 - 44","White","4 year degree"
"3494","last","1B",5.22,"Blair Campbell","politics",1,0,0,2,3,3,"R_BPn1JvgeTpE3gS5","male","45 - 54","White","4 year degree"
"3495","last","1B",1.24,"Brian Walker","sports",1,0,0,3,2,4,"R_BPn1JvgeTpE3gS5","male","45 - 54","White","4 year degree"
"3496","last","1B",5.86,"Elisha Collins","book",1,0,0,4,3,4,"R_BPn1JvgeTpE3gS5","male","45 - 54","White","4 year degree"
"3497","last","1B",3.75,"Quinn Young","album",0,1,0,3,4,4,"R_BPn1JvgeTpE3gS5","male","45 - 54","White","4 year degree"
"3498","last","1B",6.78,"Rebecca Bell","animals",0,1,0,3,3,3,"R_BPn1JvgeTpE3gS5","male","45 - 54","White","4 year degree"
"3499","last","1B",4.34,"Riley Hill","meals",1,0,0,3,5,3,"R_BPn1JvgeTpE3gS5","male","45 - 54","White","4 year degree"
"3500","last","1B",2.41,"Tommie Brown","science",1,0,0,3,5,4,"R_BPn1JvgeTpE3gS5","male","45 - 54","White","4 year degree"
"3501","last","3A",2.12,"Chris Young","politics",1,0,0,2,2,2,"R_1115kli830Gs4tg","female","25 - 34","White","4 year degree"
"3502","last","3A",5.59,"Jodie Cooper","sports",1,0,0,2,1,2,"R_1115kli830Gs4tg","female","25 - 34","White","4 year degree"
"3503","last","3A",4.73,"Kerry Bell","animals",0,1,0,1,1,1,"R_1115kli830Gs4tg","female","25 - 34","White","4 year degree"
"3504","last","3A",6.73,"Mary Collins","album",0,1,0,1,2,1,"R_1115kli830Gs4tg","female","25 - 34","White","4 year degree"
"3505","last","3A",1.21,"Matthew Brown","science",0,1,0,1,1,1,"R_1115kli830Gs4tg","female","25 - 34","White","4 year degree"
"3506","last","3A",3.61,"Stevie Ward","meals",0,1,0,1,1,1,"R_1115kli830Gs4tg","female","25 - 34","White","4 year degree"
"3507","last","3A",4.22,"Taylor Miller","book",0,1,0,1,1,1,"R_1115kli830Gs4tg","female","25 - 34","White","4 year degree"
"3508","last","3C",6.24,"Ashley Green","album",0,1,0,1,1,2,"R_1erzJIdeOegrYon","female","18 - 24","White","Some college"
"3509","last","3C",2.61,"Emerson Baker","animals",1,0,0,1,2,1,"R_1erzJIdeOegrYon","female","18 - 24","White","Some college"
"3510","last","3C",6.82,"Emily Brooks","politics",0,1,0,1,1,1,"R_1erzJIdeOegrYon","female","18 - 24","White","Some college"
"3511","last","3C",5.34,"Jackie Walker","book",1,0,0,1,1,2,"R_1erzJIdeOegrYon","female","18 - 24","White","Some college"
"3512","last","3C",1.28,"James White","sports",1,0,0,1,1,1,"R_1erzJIdeOegrYon","female","18 - 24","White","Some college"
"3513","last","3C",4.39,"Jessie Turner","science",0,1,0,2,1,1,"R_1erzJIdeOegrYon","female","18 - 24","White","Some college"
"3514","last","3C",3.87,"Reese Campbell","meals",1,0,0,1,1,1,"R_1erzJIdeOegrYon","female","18 - 24","White","Some college"
"3515","last","2C",6.24,"Ashley Walker","science",0,1,0,2,1,2,"R_uftOhjs5kr2l4YN","male","35 - 44","White","Some college"
"3516","last","2C",2.61,"Emerson Green","sports",1,0,0,3,1,3,"R_uftOhjs5kr2l4YN","male","35 - 44","White","Some college"
"3517","last","2C",6.82,"Emily Baker","animals",0,1,0,1,3,3,"R_uftOhjs5kr2l4YN","male","35 - 44","White","Some college"
"3518","last","2C",5.34,"Jackie White","meals",1,0,0,1,3,4,"R_uftOhjs5kr2l4YN","male","35 - 44","White","Some college"
"3519","last","2C",1.28,"James Miller","politics",1,0,0,4,1,2,"R_uftOhjs5kr2l4YN","male","35 - 44","White","Some college"
"3520","last","2C",4.39,"Jessie Cook","book",0,1,0,3,1,4,"R_uftOhjs5kr2l4YN","male","35 - 44","White","Some college"
"3521","last","2C",3.87,"Reese Parker","album",0,1,0,3,1,4,"R_uftOhjs5kr2l4YN","male","35 - 44","White","Some college"
"3522","last","1C",6.24,"Ashley Cook","book",0,1,0,6,7,5,"R_5mYYwa4nyuA0dvH",NA,"35 - 44","White","4 year degree"
"3523","last","1C",2.61,"Emerson Moore","meals",0,1,0,7,7,7,"R_5mYYwa4nyuA0dvH",NA,"35 - 44","White","4 year degree"
"3524","last","1C",6.82,"Emily Ward","album",1,0,0,6,7,6,"R_5mYYwa4nyuA0dvH",NA,"35 - 44","White","4 year degree"
"3525","last","1C",5.34,"Jackie Turner","animals",0,1,0,7,6,7,"R_5mYYwa4nyuA0dvH",NA,"35 - 44","White","4 year degree"
"3526","last","1C",1.28,"James Green","science",1,0,0,7,7,7,"R_5mYYwa4nyuA0dvH",NA,"35 - 44","White","4 year degree"
"3527","last","1C",4.39,"Jessie Brooks","sports",1,0,0,7,7,7,"R_5mYYwa4nyuA0dvH",NA,"35 - 44","White","4 year degree"
"3528","last","1C",3.87,"Reese King","politics",1,0,0,5,5,4,"R_5mYYwa4nyuA0dvH",NA,"35 - 44","White","4 year degree"
"3529","last","2C",6.24,"Ashley Walker","science",0,1,0,1,1,1,"R_3hGSExjamgjEGaX","male","18 - 24","White","Some college"
"3530","last","2C",2.61,"Emerson Green","sports",0,1,0,1,1,1,"R_3hGSExjamgjEGaX","male","18 - 24","White","Some college"
"3531","last","2C",6.82,"Emily Baker","animals",0,1,0,1,1,1,"R_3hGSExjamgjEGaX","male","18 - 24","White","Some college"
"3532","last","2C",5.34,"Jackie White","meals",0,1,0,1,1,1,"R_3hGSExjamgjEGaX","male","18 - 24","White","Some college"
"3533","last","2C",1.28,"James Miller","politics",1,0,0,1,1,1,"R_3hGSExjamgjEGaX","male","18 - 24","White","Some college"
"3534","last","2C",4.39,"Jessie Cook","book",0,1,0,1,1,1,"R_3hGSExjamgjEGaX","male","18 - 24","White","Some college"
"3535","last","2C",3.87,"Reese Parker","album",1,0,0,1,1,1,"R_3hGSExjamgjEGaX","male","18 - 24","White","Some college"
"3536","last","2B",5.22,"Blair Young","animals",0,1,0,2,2,2,"R_31aZj3TwWZqgY34","female","25 - 34","Asian","4 year degree"
"3537","last","2B",1.24,"Brian Wright","science",1,0,0,3,2,2,"R_31aZj3TwWZqgY34","female","25 - 34","Asian","4 year degree"
"3538","last","2B",5.86,"Elisha Bell","book",0,1,0,3,2,3,"R_31aZj3TwWZqgY34","female","25 - 34","Asian","4 year degree"
"3539","last","2B",3.75,"Quinn Brooks","politics",1,0,0,3,3,3,"R_31aZj3TwWZqgY34","female","25 - 34","Asian","4 year degree"
"3540","last","2B",6.78,"Rebecca King","album",0,1,0,3,3,3,"R_31aZj3TwWZqgY34","female","25 - 34","Asian","4 year degree"
"3541","last","2B",4.34,"Riley Campbell","sports",1,0,0,3,4,4,"R_31aZj3TwWZqgY34","female","25 - 34","Asian","4 year degree"
"3542","last","2B",2.41,"Tommie Hill","meals",0,1,0,2,1,1,"R_31aZj3TwWZqgY34","female","25 - 34","Asian","4 year degree"
"3543","last","3A",2.12,"Chris Young","politics",1,0,0,3,3,3,"R_AB3NwfG5clIZrKp","female","25 - 34","White","Some college"
"3544","last","3A",5.59,"Jodie Cooper","sports",0,1,0,3,3,3,"R_AB3NwfG5clIZrKp","female","25 - 34","White","Some college"
"3545","last","3A",4.73,"Kerry Bell","animals",0,1,0,2,1,1,"R_AB3NwfG5clIZrKp","female","25 - 34","White","Some college"
"3546","last","3A",6.73,"Mary Collins","album",0,1,0,4,4,4,"R_AB3NwfG5clIZrKp","female","25 - 34","White","Some college"
"3547","last","3A",1.21,"Matthew Brown","science",1,0,0,1,1,1,"R_AB3NwfG5clIZrKp","female","25 - 34","White","Some college"
"3548","last","3A",3.61,"Stevie Ward","meals",1,0,0,1,1,1,"R_AB3NwfG5clIZrKp","female","25 - 34","White","Some college"
"3549","last","3A",4.22,"Taylor Miller","book",1,0,0,3,3,4,"R_AB3NwfG5clIZrKp","female","25 - 34","White","Some college"
"3550","last","1A",2.12,"Chris Miller","science",1,0,0,1,1,2,"R_2wHWZKqVxjF9MIH","male","45 - 54","White","Doctorate"
"3551","last","1A",5.59,"Jodie Parker","book",0,1,0,2,3,4,"R_2wHWZKqVxjF9MIH","male","45 - 54","White","Doctorate"
"3552","last","1A",4.73,"Kerry Baker","album",0,1,0,1,3,4,"R_2wHWZKqVxjF9MIH","male","45 - 54","White","Doctorate"
"3553","last","1A",6.73,"Mary Cooper","sports",0,1,0,4,2,4,"R_2wHWZKqVxjF9MIH","male","45 - 54","White","Doctorate"
"3554","last","1A",1.21,"Matthew Smith","animals",0,1,0,1,2,2,"R_2wHWZKqVxjF9MIH","male","45 - 54","White","Doctorate"
"3555","last","1A",3.61,"Stevie White","politics",1,0,0,4,4,4,"R_2wHWZKqVxjF9MIH","male","45 - 54","White","Doctorate"
"3556","last","1A",4.22,"Taylor Wright","meals",0,1,0,1,2,3,"R_2wHWZKqVxjF9MIH","male","45 - 54","White","Doctorate"
"3557","last","3B",5.22,"Blair Hill","book",0,1,0,4,5,4,"R_3D0Xe6HY6m0Manf","male","35 - 44","White","Professional degree"
