"","Condition","List","GenderRating","Name","Prompt","Male","Female","Other","Likeable","Accomplished","Important","SubjID","SubjGender","SubjAge","SubjRace","SubjEd"
"192","first","2A",4.73,"Kerry Moore","book",0,1,0,2,1,3,"R_3CBBu670m7Ts6Ld","male","35 - 44","Asian","4 year degree"
"193","first","2A",6.73,"Mary Brown","politics",0,1,0,4,1,3,"R_3CBBu670m7Ts6Ld","male","35 - 44","Asian","4 year degree"
"194","first","2A",1.21,"Matthew Turner","album",1,0,0,3,3,3,"R_3CBBu670m7Ts6Ld","male","35 - 44","Asian","4 year degree"
"195","first","2A",3.61,"Stevie Cooper","science",1,0,0,4,3,3,"R_3CBBu670m7Ts6Ld","male","35 - 44","Asian","4 year degree"
"196","first","2A",4.22,"Taylor Smith","sports",1,0,0,3,2,4,"R_3CBBu670m7Ts6Ld","male","35 - 44","Asian","4 year degree"
"197","first","3A",2.12,"Chris Young","politics",1,0,0,2,4,3,"R_OevOj1FHqpRm57r","male","25 - 34","White","4 year degree"
"198","first","3A",5.59,"Jodie Cooper","sports",0,1,0,3,3,5,"R_OevOj1FHqpRm57r","male","25 - 34","White","4 year degree"
"199","first","3A",4.73,"Kerry Bell","animals",0,1,0,5,6,6,"R_OevOj1FHqpRm57r","male","25 - 34","White","4 year degree"
"200","first","3A",6.73,"Mary Collins","album",0,1,0,4,2,2,"R_OevOj1FHqpRm57r","male","25 - 34","White","4 year degree"
"201","first","3A",1.21,"Matthew Brown","science",1,0,0,3,3,5,"R_OevOj1FHqpRm57r","male","25 - 34","White","4 year degree"
"202","first","3A",3.61,"Stevie Ward","meals",1,0,0,1,5,6,"R_OevOj1FHqpRm57r","male","25 - 34","White","4 year degree"
"203","first","3A",4.22,"Taylor Miller","book",1,0,0,2,3,3,"R_OevOj1FHqpRm57r","male","25 - 34","White","4 year degree"
"204","first","2B",5.22,"Blair Young","animals",1,0,0,2,2,3,"R_1CrtxP60lVJ3NYn","male","35 - 44","WhiteOther","4 year degree"
"205","first","2B",1.24,"Brian Wright","science",1,0,0,2,1,1,"R_1CrtxP60lVJ3NYn","male","35 - 44","WhiteOther","4 year degree"
"206","first","2B",5.86,"Elisha Bell","book",0,1,0,3,2,4,"R_1CrtxP60lVJ3NYn","male","35 - 44","WhiteOther","4 year degree"
"207","first","2B",3.75,"Quinn Brooks","politics",1,0,0,3,2,2,"R_1CrtxP60lVJ3NYn","male","35 - 44","WhiteOther","4 year degree"
"208","first","2B",6.78,"Rebecca King","album",0,1,0,3,2,4,"R_1CrtxP60lVJ3NYn","male","35 - 44","WhiteOther","4 year degree"
"209","first","2B",4.34,"Riley Campbell","sports",1,0,0,3,1,4,"R_1CrtxP60lVJ3NYn","male","35 - 44","WhiteOther","4 year degree"
"210","first","2B",2.41,"Tommie Hill","meals",1,0,0,2,2,1,"R_1CrtxP60lVJ3NYn","male","35 - 44","WhiteOther","4 year degree"
"211","first","2C",6.24,"Ashley Walker","science",1,0,0,2,1,2,"R_1gcqDMFYehT6Aqy",NA,"25 - 34","White","4 year degree"
"212","first","2C",2.61,"Emerson Green","sports",1,0,0,2,1,3,"R_1gcqDMFYehT6Aqy",NA,"25 - 34","White","4 year degree"
"213","first","2C",6.82,"Emily Baker","animals",0,1,0,1,2,2,"R_1gcqDMFYehT6Aqy",NA,"25 - 34","White","4 year degree"
"214","first","2C",5.34,"Jackie White","meals",1,0,0,1,2,1,"R_1gcqDMFYehT6Aqy",NA,"25 - 34","White","4 year degree"
"215","first","2C",1.28,"James Miller","politics",1,0,0,1,3,3,"R_1gcqDMFYehT6Aqy",NA,"25 - 34","White","4 year degree"
"216","first","2C",4.39,"Jessie Cook","book",1,0,0,3,1,3,"R_1gcqDMFYehT6Aqy",NA,"25 - 34","White","4 year degree"
"217","first","2C",3.87,"Reese Parker","album",1,0,0,3,1,3,"R_1gcqDMFYehT6Aqy",NA,"25 - 34","White","4 year degree"
"218","first","1A",2.12,"Chris Miller","science",1,0,0,2,2,2,"R_aXfnZ5BItLTlZ9n","female","35 - 44","White","4 year degree"
"219","first","1A",5.59,"Jodie Parker","book",0,1,0,2,1,2,"R_aXfnZ5BItLTlZ9n","female","35 - 44","White","4 year degree"
"220","first","1A",4.73,"Kerry Baker","album",0,1,0,2,1,2,"R_aXfnZ5BItLTlZ9n","female","35 - 44","White","4 year degree"
"221","first","1A",6.73,"Mary Cooper","sports",0,1,0,2,2,3,"R_aXfnZ5BItLTlZ9n","female","35 - 44","White","4 year degree"
"222","first","1A",1.21,"Matthew Smith","animals",1,0,0,1,2,1,"R_aXfnZ5BItLTlZ9n","female","35 - 44","White","4 year degree"
"223","first","1A",3.61,"Stevie White","politics",1,0,0,2,2,2,"R_aXfnZ5BItLTlZ9n","female","35 - 44","White","4 year degree"
"224","first","1A",4.22,"Taylor Wright","meals",0,1,0,1,2,1,"R_aXfnZ5BItLTlZ9n","female","35 - 44","White","4 year degree"
"225","first","1B",5.22,"Blair Campbell","politics",0,1,0,2,1,1,"R_1N8J7JdDZLATGUM","female","25 - 34","White","High school graduate"
"226","first","1B",1.24,"Brian Walker","sports",1,0,0,2,3,3,"R_1N8J7JdDZLATGUM","female","25 - 34","White","High school graduate"
"227","first","1B",5.86,"Elisha Collins","book",1,0,0,2,3,4,"R_1N8J7JdDZLATGUM","female","25 - 34","White","High school graduate"
"228","first","1B",3.75,"Quinn Young","album",0,1,0,2,3,4,"R_1N8J7JdDZLATGUM","female","25 - 34","White","High school graduate"
"229","first","1B",6.78,"Rebecca Bell","animals",0,1,0,2,3,2,"R_1N8J7JdDZLATGUM","female","25 - 34","White","High school graduate"
"230","first","1B",4.34,"Riley Hill","meals",0,1,0,1,3,1,"R_1N8J7JdDZLATGUM","female","25 - 34","White","High school graduate"
"231","first","1B",2.41,"Tommie Brown","science",1,0,0,3,4,5,"R_1N8J7JdDZLATGUM","female","25 - 34","White","High school graduate"
"232","first","2C",6.24,"Ashley Walker","science",0,1,0,3,2,2,"R_eOSnhcAieecLKrn","female","25 - 34","White","Professional degree"
"233","first","2C",2.61,"Emerson Green","sports",1,0,0,3,1,2,"R_eOSnhcAieecLKrn","female","25 - 34","White","Professional degree"
"234","first","2C",6.82,"Emily Baker","animals",0,1,0,1,2,3,"R_eOSnhcAieecLKrn","female","25 - 34","White","Professional degree"
"235","first","2C",5.34,"Jackie White","meals",0,1,0,1,2,2,"R_eOSnhcAieecLKrn","female","25 - 34","White","Professional degree"
"236","first","2C",1.28,"James Miller","politics",1,0,0,2,2,2,"R_eOSnhcAieecLKrn","female","25 - 34","White","Professional degree"
"237","first","2C",4.39,"Jessie Cook","book",1,0,0,3,2,2,"R_eOSnhcAieecLKrn","female","25 - 34","White","Professional degree"
"238","first","2C",3.87,"Reese Parker","album",1,0,0,3,2,3,"R_eOSnhcAieecLKrn","female","25 - 34","White","Professional degree"
"239","first","3A",2.12,"Chris Young","politics",1,0,0,4,3,5,"R_ZqPqqcmQkCm2qPf","male","25 - 34","Black or African American","4 year degree"
"240","first","3A",5.59,"Jodie Cooper","sports",1,0,0,5,3,4,"R_ZqPqqcmQkCm2qPf","male","25 - 34","Black or African American","4 year degree"
"241","first","3A",4.73,"Kerry Bell","animals",1,0,0,6,5,3,"R_ZqPqqcmQkCm2qPf","male","25 - 34","Black or African American","4 year degree"
"242","first","3A",6.73,"Mary Collins","album",0,1,0,5,3,4,"R_ZqPqqcmQkCm2qPf","male","25 - 34","Black or African American","4 year degree"
"243","first","3A",1.21,"Matthew Brown","science",1,0,0,5,3,4,"R_ZqPqqcmQkCm2qPf","male","25 - 34","Black or African American","4 year degree"
"244","first","3A",3.61,"Stevie Ward","meals",1,0,0,6,3,4,"R_ZqPqqcmQkCm2qPf","male","25 - 34","Black or African American","4 year degree"
"245","first","3A",4.22,"Taylor Miller","book",1,0,0,5,3,5,"R_ZqPqqcmQkCm2qPf","male","25 - 34","Black or African American","4 year degree"
"246","first","3A",2.12,"Chris Young","politics",1,0,0,2,2,2,"R_3kudBGCc0hNgJc6","male","45 - 54","White","Some college"
"247","first","3A",5.59,"Jodie Cooper","sports",1,0,0,1,1,1,"R_3kudBGCc0hNgJc6","male","45 - 54","White","Some college"
"248","first","3A",4.73,"Kerry Bell","animals",1,0,0,1,1,1,"R_3kudBGCc0hNgJc6","male","45 - 54","White","Some college"
"249","first","3A",6.73,"Mary Collins","album",1,0,0,1,1,1,"R_3kudBGCc0hNgJc6","male","45 - 54","White","Some college"
"250","first","3A",1.21,"Matthew Brown","science",1,0,0,1,1,1,"R_3kudBGCc0hNgJc6","male","45 - 54","White","Some college"
"251","first","3A",3.61,"Stevie Ward","meals",1,0,0,1,1,1,"R_3kudBGCc0hNgJc6","male","45 - 54","White","Some college"
"252","first","3A",4.22,"Taylor Miller","book",0,0,1,1,1,1,"R_3kudBGCc0hNgJc6","male","45 - 54","White","Some college"
"253","first","3A",2.12,"Chris Young","politics",1,0,0,3,4,3,"R_O6GGQxusXHcPSx3","male","25 - 34","Black or African American","4 year degree"
"254","first","3A",5.59,"Jodie Cooper","sports",0,1,0,3,5,4,"R_O6GGQxusXHcPSx3","male","25 - 34","Black or African American","4 year degree"
"255","first","3A",4.73,"Kerry Bell","animals",1,0,0,5,4,5,"R_O6GGQxusXHcPSx3","male","25 - 34","Black or African American","4 year degree"
"256","first","3A",6.73,"Mary Collins","album",0,1,0,4,3,5,"R_O6GGQxusXHcPSx3","male","25 - 34","Black or African American","4 year degree"
"257","first","3A",1.21,"Matthew Brown","science",1,0,0,3,5,5,"R_O6GGQxusXHcPSx3","male","25 - 34","Black or African American","4 year degree"
"258","first","3A",3.61,"Stevie Ward","meals",1,0,0,5,3,5,"R_O6GGQxusXHcPSx3","male","25 - 34","Black or African American","4 year degree"
"259","first","3A",4.22,"Taylor Miller","book",1,0,0,4,4,4,"R_O6GGQxusXHcPSx3","male","25 - 34","Black or African American","4 year degree"
"260","first","3B",5.22,"Blair Hill","book",1,0,0,5,6,4,"R_1flzAXu92QPFnNl","male","25 - 34","Black or African American","4 year degree"
"261","first","3B",1.24,"Brian King","animals",1,0,0,4,3,5,"R_1flzAXu92QPFnNl","male","25 - 34","Black or African American","4 year degree"
"262","first","3B",5.86,"Elisha Moore","politics",1,0,0,5,4,3,"R_1flzAXu92QPFnNl","male","25 - 34","Black or African American","4 year degree"
"263","first","3B",3.75,"Quinn Parker","sports",0,1,0,5,3,2,"R_1flzAXu92QPFnNl","male","25 - 34","Black or African American","4 year degree"
"264","first","3B",6.78,"Rebecca Wright","meals",1,0,0,5,3,4,"R_1flzAXu92QPFnNl","male","25 - 34","Black or African American","4 year degree"
"265","first","3B",4.34,"Riley Cook","science",1,0,0,5,4,3,"R_1flzAXu92QPFnNl","male","25 - 34","Black or African American","4 year degree"
"266","first","3B",2.41,"Tommie Smith","album",0,1,0,5,4,3,"R_1flzAXu92QPFnNl","male","25 - 34","Black or African American","4 year degree"
"267","first","1A",2.12,"Chris Miller","science",1,0,0,3,2,2,"R_1cRMm8ks27G1zgr","male","18 - 24","White","Some college"
"268","first","1A",5.59,"Jodie Parker","book",0,1,0,1,2,4,"R_1cRMm8ks27G1zgr","male","18 - 24","White","Some college"
"269","first","1A",4.73,"Kerry Baker","album",1,0,0,3,2,3,"R_1cRMm8ks27G1zgr","male","18 - 24","White","Some college"
"270","first","1A",6.73,"Mary Cooper","sports",0,1,0,3,2,3,"R_1cRMm8ks27G1zgr","male","18 - 24","White","Some college"
"271","first","1A",1.21,"Matthew Smith","animals",1,0,0,1,3,2,"R_1cRMm8ks27G1zgr","male","18 - 24","White","Some college"
"272","first","1A",3.61,"Stevie White","politics",1,0,0,4,3,3,"R_1cRMm8ks27G1zgr","male","18 - 24","White","Some college"
"273","first","1A",4.22,"Taylor Wright","meals",0,1,0,2,3,2,"R_1cRMm8ks27G1zgr","male","18 - 24","White","Some college"
"274","first","2A",2.12,"Chris Collins","meals",0,0,1,1,2,3,"R_3NIm0rIoyGXiKtt","female","55 - 64","White","Some college"
"275","first","2A",5.59,"Jodie Ward","animals",0,0,1,1,2,3,"R_3NIm0rIoyGXiKtt","female","55 - 64","White","Some college"
"276","first","2A",4.73,"Kerry Moore","book",0,0,1,1,2,3,"R_3NIm0rIoyGXiKtt","female","55 - 64","White","Some college"
"277","first","2A",6.73,"Mary Brown","politics",0,1,0,1,2,3,"R_3NIm0rIoyGXiKtt","female","55 - 64","White","Some college"
"278","first","2A",1.21,"Matthew Turner","album",1,0,0,1,2,3,"R_3NIm0rIoyGXiKtt","female","55 - 64","White","Some college"
"279","first","2A",3.61,"Stevie Cooper","science",0,0,1,1,2,3,"R_3NIm0rIoyGXiKtt","female","55 - 64","White","Some college"
"280","first","2A",4.22,"Taylor Smith","sports",0,0,1,1,2,3,"R_3NIm0rIoyGXiKtt","female","55 - 64","White","Some college"
"281","first","2B",5.22,"Blair Young","animals",0,1,0,3,5,4,"R_2aG1UyYxkyks1Vj","female","35 - 44","White","4 year degree"
"282","first","2B",1.24,"Brian Wright","science",0,1,0,2,2,3,"R_2aG1UyYxkyks1Vj","female","35 - 44","White","4 year degree"
"283","first","2B",5.86,"Elisha Bell","book",0,1,0,3,4,3,"R_2aG1UyYxkyks1Vj","female","35 - 44","White","4 year degree"
"284","first","2B",3.75,"Quinn Brooks","politics",0,1,0,2,3,2,"R_2aG1UyYxkyks1Vj","female","35 - 44","White","4 year degree"
"285","first","2B",6.78,"Rebecca King","album",0,1,0,3,2,3,"R_2aG1UyYxkyks1Vj","female","35 - 44","White","4 year degree"
"286","first","2B",4.34,"Riley Campbell","sports",1,0,0,4,2,3,"R_2aG1UyYxkyks1Vj","female","35 - 44","White","4 year degree"
"287","first","2B",2.41,"Tommie Hill","meals",0,1,0,2,3,3,"R_2aG1UyYxkyks1Vj","female","35 - 44","White","4 year degree"
"288","first","3B",5.22,"Blair Hill","book",1,0,0,2,1,2,"R_81ijI5DnloNo29r","male","18 - 24","White","2 year degree"
"289","first","3B",1.24,"Brian King","animals",1,0,0,1,1,1,"R_81ijI5DnloNo29r","male","18 - 24","White","2 year degree"
"290","first","3B",5.86,"Elisha Moore","politics",0,1,0,3,2,3,"R_81ijI5DnloNo29r","male","18 - 24","White","2 year degree"
"291","first","3B",3.75,"Quinn Parker","sports",1,0,0,2,1,3,"R_81ijI5DnloNo29r","male","18 - 24","White","2 year degree"
"292","first","3B",6.78,"Rebecca Wright","meals",0,1,0,2,2,2,"R_81ijI5DnloNo29r","male","18 - 24","White","2 year degree"
"293","first","3B",4.34,"Riley Cook","science",0,1,0,1,2,3,"R_81ijI5DnloNo29r","male","18 - 24","White","2 year degree"
"294","first","3B",2.41,"Tommie Smith","album",1,0,0,3,2,4,"R_81ijI5DnloNo29r","male","18 - 24","White","2 year degree"
"295","first","1C",6.24,"Ashley Cook","book",0,1,0,5,6,3,"R_23rBt7joEauwKkN","male","25 - 34","Black or African American","4 year degree"
"296","first","1C",2.61,"Emerson Moore","meals",1,0,0,6,3,5,"R_23rBt7joEauwKkN","male","25 - 34","Black or African American","4 year degree"
"297","first","1C",6.82,"Emily Ward","album",0,1,0,6,3,5,"R_23rBt7joEauwKkN","male","25 - 34","Black or African American","4 year degree"
"298","first","1C",5.34,"Jackie Turner","animals",1,0,0,6,5,6,"R_23rBt7joEauwKkN","male","25 - 34","Black or African American","4 year degree"
"299","first","1C",1.28,"James Green","science",1,0,0,6,5,4,"R_23rBt7joEauwKkN","male","25 - 34","Black or African American","4 year degree"
"300","first","1C",4.39,"Jessie Brooks","sports",0,1,0,6,3,5,"R_23rBt7joEauwKkN","male","25 - 34","Black or African American","4 year degree"
"301","first","1C",3.87,"Reese King","politics",1,0,0,5,6,6,"R_23rBt7joEauwKkN","male","25 - 34","Black or African American","4 year degree"
"302","first","1C",6.24,"Ashley Cook","book",1,0,0,5,4,3,"R_br9GWbne8JueoxP","male","25 - 34","Black or African American","4 year degree"
"303","first","1C",2.61,"Emerson Moore","meals",1,0,0,4,5,2,"R_br9GWbne8JueoxP","male","25 - 34","Black or African American","4 year degree"
"304","first","1C",6.82,"Emily Ward","album",0,1,0,4,5,4,"R_br9GWbne8JueoxP","male","25 - 34","Black or African American","4 year degree"
"305","first","1C",5.34,"Jackie Turner","animals",1,0,0,3,4,2,"R_br9GWbne8JueoxP","male","25 - 34","Black or African American","4 year degree"
"306","first","1C",1.28,"James Green","science",1,0,0,3,5,4,"R_br9GWbne8JueoxP","male","25 - 34","Black or African American","4 year degree"
"307","first","1C",4.39,"Jessie Brooks","sports",0,1,0,3,5,4,"R_br9GWbne8JueoxP","male","25 - 34","Black or African American","4 year degree"
"308","first","1C",3.87,"Reese King","politics",1,0,0,4,5,3,"R_br9GWbne8JueoxP","male","25 - 34","Black or African American","4 year degree"
"309","first","2C",6.24,"Ashley Walker","science",1,0,0,3,5,3,"R_24o4zBTQ6Faiozy","male","25 - 34","Black or African American","4 year degree"
"310","first","2C",2.61,"Emerson Green","sports",0,1,0,5,3,5,"R_24o4zBTQ6Faiozy","male","25 - 34","Black or African American","4 year degree"
"311","first","2C",6.82,"Emily Baker","animals",1,0,0,5,3,5,"R_24o4zBTQ6Faiozy","male","25 - 34","Black or African American","4 year degree"
"312","first","2C",5.34,"Jackie White","meals",1,0,0,5,3,5,"R_24o4zBTQ6Faiozy","male","25 - 34","Black or African American","4 year degree"
"313","first","2C",1.28,"James Miller","politics",1,0,0,5,3,5,"R_24o4zBTQ6Faiozy","male","25 - 34","Black or African American","4 year degree"
"314","first","2C",4.39,"Jessie Cook","book",1,0,0,5,5,3,"R_24o4zBTQ6Faiozy","male","25 - 34","Black or African American","4 year degree"
"315","first","2C",3.87,"Reese Parker","album",0,1,0,3,5,4,"R_24o4zBTQ6Faiozy","male","25 - 34","Black or African American","4 year degree"
"316","first","2A",2.12,"Chris Collins","meals",1,0,0,1,2,1,"R_XRDakEmu108ewPT","female","35 - 44","White","Professional degree"
"317","first","2A",5.59,"Jodie Ward","animals",0,1,0,2,2,2,"R_XRDakEmu108ewPT","female","35 - 44","White","Professional degree"
"318","first","2A",4.73,"Kerry Moore","book",1,0,0,4,1,3,"R_XRDakEmu108ewPT","female","35 - 44","White","Professional degree"
"319","first","2A",6.73,"Mary Brown","politics",0,1,0,4,1,1,"R_XRDakEmu108ewPT","female","35 - 44","White","Professional degree"
"320","first","2A",1.21,"Matthew Turner","album",1,0,0,4,1,3,"R_XRDakEmu108ewPT","female","35 - 44","White","Professional degree"
"321","first","2A",3.61,"Stevie Cooper","science",1,0,0,4,1,2,"R_XRDakEmu108ewPT","female","35 - 44","White","Professional degree"
"322","first","2A",4.22,"Taylor Smith","sports",0,1,0,4,1,3,"R_XRDakEmu108ewPT","female","35 - 44","White","Professional degree"
"323","first","2B",5.22,"Blair Young","animals",1,0,0,3,3,2,"R_3shViWaet3udhcq","male","25 - 34","White","4 year degree"
"324","first","2B",1.24,"Brian Wright","science",1,0,0,3,2,2,"R_3shViWaet3udhcq","male","25 - 34","White","4 year degree"
"325","first","2B",5.86,"Elisha Bell","book",0,1,0,2,2,2,"R_3shViWaet3udhcq","male","25 - 34","White","4 year degree"
"326","first","2B",3.75,"Quinn Brooks","politics",0,1,0,2,2,2,"R_3shViWaet3udhcq","male","25 - 34","White","4 year degree"
"327","first","2B",6.78,"Rebecca King","album",0,1,0,2,2,2,"R_3shViWaet3udhcq","male","25 - 34","White","4 year degree"
"328","first","2B",4.34,"Riley Campbell","sports",1,0,0,2,2,2,"R_3shViWaet3udhcq","male","25 - 34","White","4 year degree"
"329","first","2B",2.41,"Tommie Hill","meals",1,0,0,2,2,2,"R_3shViWaet3udhcq","male","25 - 34","White","4 year degree"
"330","first","2C",6.24,"Ashley Walker","science",1,0,0,3,1,2,"R_1I4xE62NWKK7ua4","female","45 - 54","Asian","Professional degree"
"331","first","2C",2.61,"Emerson Green","sports",0,1,0,2,1,2,"R_1I4xE62NWKK7ua4","female","45 - 54","Asian","Professional degree"
"332","first","2C",6.82,"Emily Baker","animals",0,1,0,1,1,1,"R_1I4xE62NWKK7ua4","female","45 - 54","Asian","Professional degree"
"333","first","2C",5.34,"Jackie White","meals",0,1,0,2,2,1,"R_1I4xE62NWKK7ua4","female","45 - 54","Asian","Professional degree"
"334","first","2C",1.28,"James Miller","politics",1,0,0,2,3,2,"R_1I4xE62NWKK7ua4","female","45 - 54","Asian","Professional degree"
"335","first","2C",4.39,"Jessie Cook","book",1,0,0,3,1,3,"R_1I4xE62NWKK7ua4","female","45 - 54","Asian","Professional degree"
"336","first","2C",3.87,"Reese Parker","album",1,0,0,4,1,3,"R_1I4xE62NWKK7ua4","female","45 - 54","Asian","Professional degree"
"337","first","3B",5.22,"Blair Hill","book",1,0,0,3,3,4,"R_28UrFuB3ahM10Z0","male","25 - 34","White","2 year degree"
"338","first","3B",1.24,"Brian King","animals",1,0,0,2,3,3,"R_28UrFuB3ahM10Z0","male","25 - 34","White","2 year degree"
"339","first","3B",5.86,"Elisha Moore","politics",0,1,0,3,3,2,"R_28UrFuB3ahM10Z0","male","25 - 34","White","2 year degree"
"340","first","3B",3.75,"Quinn Parker","sports",1,0,0,4,2,3,"R_28UrFuB3ahM10Z0","male","25 - 34","White","2 year degree"
"341","first","3B",6.78,"Rebecca Wright","meals",0,1,0,2,3,3,"R_28UrFuB3ahM10Z0","male","25 - 34","White","2 year degree"
"342","first","3B",4.34,"Riley Cook","science",1,0,0,4,3,3,"R_28UrFuB3ahM10Z0","male","25 - 34","White","2 year degree"
"343","first","3B",2.41,"Tommie Smith","album",1,0,0,4,2,4,"R_28UrFuB3ahM10Z0","male","25 - 34","White","2 year degree"
"344","first","1C",6.24,"Ashley Cook","book",1,0,0,2,2,2,"R_270TKper7v613i2","male","25 - 34","White","High school graduate"
"345","first","1C",2.61,"Emerson Moore","meals",1,0,0,2,2,2,"R_270TKper7v613i2","male","25 - 34","White","High school graduate"
"346","first","1C",6.82,"Emily Ward","album",1,0,0,2,2,2,"R_270TKper7v613i2","male","25 - 34","White","High school graduate"
"347","first","1C",5.34,"Jackie Turner","animals",1,0,0,3,3,3,"R_270TKper7v613i2","male","25 - 34","White","High school graduate"
"348","first","1C",1.28,"James Green","science",1,0,0,3,3,3,"R_270TKper7v613i2","male","25 - 34","White","High school graduate"
"349","first","1C",4.39,"Jessie Brooks","sports",1,0,0,3,3,3,"R_270TKper7v613i2","male","25 - 34","White","High school graduate"
"350","first","1C",3.87,"Reese King","politics",1,0,0,3,3,3,"R_270TKper7v613i2","male","25 - 34","White","High school graduate"
"351","first","2B",5.22,"Blair Young","animals",0,1,0,1,1,1,"R_5C36AdJTCKicflf","male","25 - 34","White","Some college"
"352","first","2B",1.24,"Brian Wright","science",1,0,0,1,1,1,"R_5C36AdJTCKicflf","male","25 - 34","White","Some college"
"353","first","2B",5.86,"Elisha Bell","book",0,1,0,1,1,2,"R_5C36AdJTCKicflf","male","25 - 34","White","Some college"
"354","first","2B",3.75,"Quinn Brooks","politics",1,0,0,4,2,3,"R_5C36AdJTCKicflf","male","25 - 34","White","Some college"
"355","first","2B",6.78,"Rebecca King","album",1,0,0,5,3,4,"R_5C36AdJTCKicflf","male","25 - 34","White","Some college"
"356","first","2B",4.34,"Riley Campbell","sports",0,1,0,4,3,4,"R_5C36AdJTCKicflf","male","25 - 34","White","Some college"
"357","first","2B",2.41,"Tommie Hill","meals",1,0,0,1,1,1,"R_5C36AdJTCKicflf","male","25 - 34","White","Some college"
"358","first","3C",6.24,"Ashley Green","album",1,0,0,2,1,2,"R_3EARwWafcNhjrIl","male","45 - 54","White","4 year degree"
"359","first","3C",2.61,"Emerson Baker","animals",1,0,0,4,2,3,"R_3EARwWafcNhjrIl","male","45 - 54","White","4 year degree"
"360","first","3C",6.82,"Emily Brooks","politics",1,0,0,2,2,2,"R_3EARwWafcNhjrIl","male","45 - 54","White","4 year degree"
"361","first","3C",5.34,"Jackie Walker","book",1,0,0,3,3,5,"R_3EARwWafcNhjrIl","male","45 - 54","White","4 year degree"
