"","Condition","List","GenderRating","NameShown","NameFirst","NameLast","He","She","Other","OtherType","Response","SubjID","SubjGender","SubjAge","SubjRace","SubjEd"
"6046","last",1,NA,"Cooper",NA,"Cooper",1,0,0,"","he thought about how much money was left in his account.","R_8rhuqqVZ3m2CQBH","male","25 - 34","Black or African American","Some college"
"6047","last",1,NA,"Bell",NA,"Bell",1,0,0,"","he was very disappointed.","R_8rhuqqVZ3m2CQBH","male","25 - 34","Black or African American","Some college"
"6048","last",1,NA,"Ward",NA,"Ward",1,0,0,"","off he turned on the TV.","R_8rhuqqVZ3m2CQBH","male","25 - 34","Black or African American","Some college"
"6049","last",3,NA,"Smith",NA,"Smith",1,0,0,"","he looked around the room.","R_21sMBNsaaXxBmAL","female","55 - 64","White","Professional degree"
"6050","last",3,NA,"Walker",NA,"Walker",1,0,0,"","he stepped in dog dirt.","R_21sMBNsaaXxBmAL","female","55 - 64","White","Professional degree"
"6051","last",3,NA,"Green",NA,"Green",1,0,0,"","he looked through his notes.","R_21sMBNsaaXxBmAL","female","55 - 64","White","Professional degree"
"6052","last",3,NA,"Brown",NA,"Brown",1,0,0,"","he fed it.","R_21sMBNsaaXxBmAL","female","55 - 64","White","Professional degree"
"6053","last",3,NA,"Miller",NA,"Miller",1,0,0,"","he talked to a ski instructor.","R_21sMBNsaaXxBmAL","female","55 - 64","White","Professional degree"
"6054","last",3,NA,"Moore",NA,"Moore",1,0,0,"","he thought about how late he was.","R_21sMBNsaaXxBmAL","female","55 - 64","White","Professional degree"
"6055","last",3,NA,"White",NA,"White",1,0,0,"","he transferred his contacts.","R_21sMBNsaaXxBmAL","female","55 - 64","White","Professional degree"
"6056","last",3,NA,"Young",NA,"Young",1,0,0,"","he watched TV.","R_21sMBNsaaXxBmAL","female","55 - 64","White","Professional degree"
"6057","last",3,NA,"King",NA,"King",1,0,0,"","he took it off.","R_21sMBNsaaXxBmAL","female","55 - 64","White","Professional degree"
"6058","last",3,NA,"Wright",NA,"Wright",1,0,0,"","he drank it.","R_21sMBNsaaXxBmAL","female","55 - 64","White","Professional degree"
"6059","last",3,NA,"Hill",NA,"Hill",1,0,0,"","he went and got popcorn.","R_21sMBNsaaXxBmAL","female","55 - 64","White","Professional degree"
"6060","last",3,NA,"Brooks",NA,"Brooks",1,0,0,"","he did a little dance.","R_21sMBNsaaXxBmAL","female","55 - 64","White","Professional degree"
"6061","last",3,NA,"Baker",NA,"Baker",1,0,0,"","he went to bed.","R_21sMBNsaaXxBmAL","female","55 - 64","White","Professional degree"
"6062","last",3,NA,"Campbell",NA,"Campbell",1,0,0,"","he settled down on the sofa.","R_21sMBNsaaXxBmAL","female","55 - 64","White","Professional degree"
"6063","last",3,NA,"Turner",NA,"Turner",1,0,0,"","he went inside.","R_21sMBNsaaXxBmAL","female","55 - 64","White","Professional degree"
"6064","last",3,NA,"Parker",NA,"Parker",1,0,0,"","he replied.","R_21sMBNsaaXxBmAL","female","55 - 64","White","Professional degree"
"6065","last",3,NA,"Collins",NA,"Collins",1,0,0,"","he went to bed.","R_21sMBNsaaXxBmAL","female","55 - 64","White","Professional degree"
"6066","last",3,NA,"Cook",NA,"Cook",1,0,0,"","he had breakfast.","R_21sMBNsaaXxBmAL","female","55 - 64","White","Professional degree"
"6067","last",3,NA,"Cooper",NA,"Cooper",1,0,0,"","he went out to eat.","R_21sMBNsaaXxBmAL","female","55 - 64","White","Professional degree"
"6068","last",3,NA,"Bell",NA,"Bell",0,1,0,"","she drank it.","R_21sMBNsaaXxBmAL","female","55 - 64","White","Professional degree"
"6069","last",3,NA,"Ward",NA,"Ward",1,0,0,"","he hung up the phone.","R_21sMBNsaaXxBmAL","female","55 - 64","White","Professional degree"
"6070","last",2,NA,"Smith",NA,"Smith",1,0,0,"","he sang out loud.","R_2S79GhE741keZCg","male","65 - 74","White","Professional degree"
"6071","last",2,NA,"Walker",NA,"Walker",1,0,0,"","he went online.","R_2S79GhE741keZCg","male","65 - 74","White","Professional degree"
"6072","last",2,NA,"Green",NA,"Green",1,0,0,"","he read a book.","R_2S79GhE741keZCg","male","65 - 74","White","Professional degree"
"6073","last",2,NA,"Brown",NA,"Brown",1,0,0,"","he drank a beer.","R_2S79GhE741keZCg","male","65 - 74","White","Professional degree"
"6074","last",2,NA,"Miller",NA,"Miller",1,0,0,"","he said a prayer.","R_2S79GhE741keZCg","male","65 - 74","White","Professional degree"
"6075","last",2,NA,"Moore",NA,"Moore",1,0,0,"","he read the newspaper online.","R_2S79GhE741keZCg","male","65 - 74","White","Professional degree"
"6076","last",2,NA,"White",NA,"White",1,0,0,"","he got himself a cookie.","R_2S79GhE741keZCg","male","65 - 74","White","Professional degree"
"6077","last",2,NA,"Young",NA,"Young",1,0,0,"","he walked the dog.","R_2S79GhE741keZCg","male","65 - 74","White","Professional degree"
"6078","last",2,NA,"King",NA,"King",1,0,0,"","he laughed out loud.","R_2S79GhE741keZCg","male","65 - 74","White","Professional degree"
"6079","last",2,NA,"Wright",NA,"Wright",1,0,0,"","he had emptied the glass.","R_2S79GhE741keZCg","male","65 - 74","White","Professional degree"
"6080","last",2,NA,"Hill",NA,"Hill",1,0,0,"","he had a panic attack.","R_2S79GhE741keZCg","male","65 - 74","White","Professional degree"
"6081","last",2,NA,"Brooks",NA,"Brooks",1,0,0,"","he said a toast.","R_2S79GhE741keZCg","male","65 - 74","White","Professional degree"
"6082","last",2,NA,"Baker",NA,"Baker",1,0,0,"","he offered some to others.","R_2S79GhE741keZCg","male","65 - 74","White","Professional degree"
"6083","last",2,NA,"Campbell",NA,"Campbell",1,0,0,"","he took the jacket off.","R_2S79GhE741keZCg","male","65 - 74","White","Professional degree"
"6084","last",2,NA,"Turner",NA,"Turner",1,0,0,"","he called his wife.","R_2S79GhE741keZCg","male","65 - 74","White","Professional degree"
"6085","last",2,NA,"Parker",NA,"Parker",1,0,0,"","he stopped and sat on a park bench.","R_2S79GhE741keZCg","male","65 - 74","White","Professional degree"
"6086","last",2,NA,"Collins",NA,"Collins",1,0,0,"","he made himself a cup of tea.","R_2S79GhE741keZCg","male","65 - 74","White","Professional degree"
"6087","last",2,NA,"Cook",NA,"Cook",1,0,0,"","he reset it.","R_2S79GhE741keZCg","male","65 - 74","White","Professional degree"
"6088","last",2,NA,"Cooper",NA,"Cooper",1,0,0,"","he went out.","R_2S79GhE741keZCg","male","65 - 74","White","Professional degree"
"6089","last",2,NA,"Bell",NA,"Bell",1,0,0,"","he grabbed a Coke.","R_2S79GhE741keZCg","male","65 - 74","White","Professional degree"
"6090","last",2,NA,"Ward",NA,"Ward",1,0,0,"","he checked to make sure it was locked.","R_2S79GhE741keZCg","male","65 - 74","White","Professional degree"
"6091","last",3,NA,"Smith",NA,"Smith",0,0,1,"repeat name","Smith felt like flying in it's taste.","R_2V3JxWBYAQ4ToXp","female","25 - 34","American Indian or Alaska Native","4 year degree"
"6092","last",3,NA,"Walker",NA,"Walker",1,0,0,"","Walker set time to note his running time.","R_2V3JxWBYAQ4ToXp","female","25 - 34","American Indian or Alaska Native","4 year degree"
"6093","last",3,NA,"Green",NA,"Green",0,0,1,"repeat name","Green remembered to change some content in it.","R_2V3JxWBYAQ4ToXp","female","25 - 34","American Indian or Alaska Native","4 year degree"
"6094","last",3,NA,"Brown",NA,"Brown",0,0,1,"repeat name","Brown followed the cat.","R_2V3JxWBYAQ4ToXp","female","25 - 34","American Indian or Alaska Native","4 year degree"
"6095","last",3,NA,"Miller",NA,"Miller",0,0,1,"repeat name","Miller watched how other people ski.","R_2V3JxWBYAQ4ToXp","female","25 - 34","American Indian or Alaska Native","4 year degree"
"6096","last",3,NA,"Moore",NA,"Moore",0,0,1,"repeat name","Moore tried to overtake the previous car.","R_2V3JxWBYAQ4ToXp","female","25 - 34","American Indian or Alaska Native","4 year degree"
"6097","last",3,NA,"White",NA,"White",0,0,1,"repeat name","White unpacked the new phone to check for damages.","R_2V3JxWBYAQ4ToXp","female","25 - 34","American Indian or Alaska Native","4 year degree"
"6098","last",3,NA,"Young",NA,"Young",0,0,1,"repeat name","Young went to bedroom to take some rest.","R_2V3JxWBYAQ4ToXp","female","25 - 34","American Indian or Alaska Native","4 year degree"
"6099","last",3,NA,"King",NA,"King",0,0,1,"repeat name","King wished to have a coffee.","R_2V3JxWBYAQ4ToXp","female","25 - 34","American Indian or Alaska Native","4 year degree"
"6100","last",3,NA,"Wright",NA,"Wright",0,0,1,"repeat name","Wright suddenly broke the glass of lemonade unknowingly.","R_2V3JxWBYAQ4ToXp","female","25 - 34","American Indian or Alaska Native","4 year degree"
"6101","last",3,NA,"Hill",NA,"Hill",1,0,0,"","Hill called his friend to discuss about the show.","R_2V3JxWBYAQ4ToXp","female","25 - 34","American Indian or Alaska Native","4 year degree"
"6102","last",3,NA,"Brooks",NA,"Brooks",0,0,1,"repeat name","Brooks decided where to throw the ball.","R_2V3JxWBYAQ4ToXp","female","25 - 34","American Indian or Alaska Native","4 year degree"
"6103","last",3,NA,"Baker",NA,"Baker",0,0,1,"repeat name","Baker hanged the key on the hook.","R_2V3JxWBYAQ4ToXp","female","25 - 34","American Indian or Alaska Native","4 year degree"
"6104","last",3,NA,"Campbell",NA,"Campbell",0,0,1,"repeat name","Campbell started to dance for the playlist.","R_2V3JxWBYAQ4ToXp","female","25 - 34","American Indian or Alaska Native","4 year degree"
"6105","last",3,NA,"Turner",NA,"Turner",1,0,0,"","Turner took his car and went home.","R_2V3JxWBYAQ4ToXp","female","25 - 34","American Indian or Alaska Native","4 year degree"
"6106","last",3,NA,"Parker",NA,"Parker",0,0,1,"repeat name","Parker immediately filled in joy.","R_2V3JxWBYAQ4ToXp","female","25 - 34","American Indian or Alaska Native","4 year degree"
"6107","last",3,NA,"Collins",NA,"Collins",0,0,1,"repeat name","Collins slept on the sofa.","R_2V3JxWBYAQ4ToXp","female","25 - 34","American Indian or Alaska Native","4 year degree"
"6108","last",3,NA,"Cook",NA,"Cook",0,0,1,"repeat name","Cook thrown them in the garbage.","R_2V3JxWBYAQ4ToXp","female","25 - 34","American Indian or Alaska Native","4 year degree"
"6109","last",3,NA,"Cooper",NA,"Cooper",0,0,1,"repeat name","Cooper pasted some stickers on the wall.","R_2V3JxWBYAQ4ToXp","female","25 - 34","American Indian or Alaska Native","4 year degree"
"6110","last",3,NA,"Bell",NA,"Bell",0,0,1,"repeat name","Bell watched a TV show.","R_2V3JxWBYAQ4ToXp","female","25 - 34","American Indian or Alaska Native","4 year degree"
"6111","last",3,NA,"Ward",NA,"Ward",0,0,1,"repeat name","Ward was expecting a reply.","R_2V3JxWBYAQ4ToXp","female","25 - 34","American Indian or Alaska Native","4 year degree"
"6112","last",3,NA,"Smith",NA,"Smith",1,0,0,"","he tried to join a conversation with a mouth half-full.","R_29puVmaAJRmT9Yh","male","25 - 34","White","Some college"
"6113","last",3,NA,"Walker",NA,"Walker",1,0,0,"","his shirt was soaked with sweat.","R_29puVmaAJRmT9Yh","male","25 - 34","White","Some college"
"6114","last",3,NA,"Green",NA,"Green",0,1,0,"","she checked her phone for any messages.","R_29puVmaAJRmT9Yh","male","25 - 34","White","Some college"
"6115","last",3,NA,"Brown",NA,"Brown",1,0,0,"","he sat down beside it and scratched behind the ears.","R_29puVmaAJRmT9Yh","male","25 - 34","White","Some college"
"6116","last",3,NA,"Miller",NA,"Miller",0,1,0,"","she asked a good friend if they'd come and teach her.","R_29puVmaAJRmT9Yh","male","25 - 34","White","Some college"
"6117","last",3,NA,"Moore",NA,"Moore",1,0,0,"","he started tuning the radio.","R_29puVmaAJRmT9Yh","male","25 - 34","White","Some college"
"6118","last",3,NA,"White",NA,"White",1,0,0,"","he made sure to back up all of his data on a cloud service.","R_29puVmaAJRmT9Yh","male","25 - 34","White","Some college"
"6119","last",3,NA,"Young",NA,"Young",1,0,0,"","he dried them and put them away.","R_29puVmaAJRmT9Yh","male","25 - 34","White","Some college"
"6120","last",3,NA,"King",NA,"King",1,0,0,"","he decided to take it off again.","R_29puVmaAJRmT9Yh","male","25 - 34","White","Some college"
"6121","last",3,NA,"Wright",NA,"Wright",0,1,0,"","her thirst had been quenched.","R_29puVmaAJRmT9Yh","male","25 - 34","White","Some college"
"6122","last",3,NA,"Hill",NA,"Hill",0,1,0,"","she got up to stretch and go to the bathroom.","R_29puVmaAJRmT9Yh","male","25 - 34","White","Some college"
"6123","last",3,NA,"Brooks",NA,"Brooks",1,0,0,"","he glanced up to see the sun was near its peak.","R_29puVmaAJRmT9Yh","male","25 - 34","White","Some college"
"6124","last",3,NA,"Baker",NA,"Baker",1,0,0,"","he took off his shoes and went into the bedroom.","R_29puVmaAJRmT9Yh","male","25 - 34","White","Some college"
"6125","last",3,NA,"Campbell",NA,"Campbell",1,0,0,"","he began bobbing his head to the music.","R_29puVmaAJRmT9Yh","male","25 - 34","White","Some college"
"6126","last",3,NA,"Turner",NA,"Turner",1,0,0,"","he got dressed and headed home.","R_29puVmaAJRmT9Yh","male","25 - 34","White","Some college"
"6127","last",3,NA,"Parker",NA,"Parker",1,0,0,"","he realized that he'd missed an appointment.","R_29puVmaAJRmT9Yh","male","25 - 34","White","Some college"
"6128","last",3,NA,"Collins",NA,"Collins",1,0,0,"","he yawned and looked at the time.","R_29puVmaAJRmT9Yh","male","25 - 34","White","Some college"
"6129","last",3,NA,"Cook",NA,"Cook",0,1,0,"","she went to grab the recyclables.","R_29puVmaAJRmT9Yh","male","25 - 34","White","Some college"
"6130","last",3,NA,"Cooper",NA,"Cooper",0,1,0,"","she stepped outside for some fresh air.","R_29puVmaAJRmT9Yh","male","25 - 34","White","Some college"
"6131","last",3,NA,"Bell",NA,"Bell",0,1,0,"","she got distracted and began answering e-mails.","R_29puVmaAJRmT9Yh","male","25 - 34","White","Some college"
"6132","last",3,NA,"Ward",NA,"Ward",1,0,0,"","he went back to work hoping to get a call back.","R_29puVmaAJRmT9Yh","male","25 - 34","White","Some college"
"6133","last",1,NA,"Smith",NA,"Smith",1,0,0,"","he put on pajamas cause he was cold.","R_1mEo2z9y6mHwRte","male","18 - 24","White","Some college"
"6134","last",1,NA,"Walker",NA,"Walker",1,0,0,"","His dog pooped on the floor.","R_1mEo2z9y6mHwRte","male","18 - 24","White","Some college"
"6135","last",1,NA,"Green",NA,"Green",1,0,0,"","He threw it away in the trash.","R_1mEo2z9y6mHwRte","male","18 - 24","White","Some college"
"6136","last",1,NA,"Brown",NA,"Brown",1,0,0,"","A strange old man entered his car.","R_1mEo2z9y6mHwRte","male","18 - 24","White","Some college"
"6137","last",1,NA,"Miller",NA,"Miller",1,0,0,"","He was to afraid to sleep.","R_1mEo2z9y6mHwRte","male","18 - 24","White","Some college"
"6138","last",1,NA,"Moore",NA,"Moore",1,0,0,"","He went back into the pool for some reason.","R_1mEo2z9y6mHwRte","male","18 - 24","White","Some college"
"6139","last",1,NA,"White",NA,"White",1,0,0,"","He found the body of a missing woman.","R_1mEo2z9y6mHwRte","male","18 - 24","White","Some college"
"6140","last",1,NA,"Young",NA,"Young",1,0,0,"","He drank it so it wouldnt get watered down.","R_1mEo2z9y6mHwRte","male","18 - 24","White","Some college"
"6141","last",1,NA,"King",NA,"King",1,0,0,"","He watched them closely.","R_1mEo2z9y6mHwRte","male","18 - 24","White","Some college"
"6142","last",1,NA,"Wright",NA,"Wright",1,0,0,"","He fell asleep.","R_1mEo2z9y6mHwRte","male","18 - 24","White","Some college"
"6143","last",1,NA,"Hill",NA,"Hill",1,0,0,"","He was attacked by thieves.","R_1mEo2z9y6mHwRte","male","18 - 24","White","Some college"
"6144","last",1,NA,"Brooks",NA,"Brooks",1,0,0,"","He closed his phone.","R_1mEo2z9y6mHwRte","male","18 - 24","White","Some college"
"6145","last",1,NA,"Baker",NA,"Baker",1,0,0,"","He watched youtube videos on how to ski.","R_1mEo2z9y6mHwRte","male","18 - 24","White","Some college"
"6146","last",1,NA,"Campbell",NA,"Campbell",1,0,0,"","He gave the friend a can of soup for his present","R_1mEo2z9y6mHwRte","male","18 - 24","White","Some college"
"6147","last",1,NA,"Turner",NA,"Turner",1,0,0,"","He heard the door open as he turned around.","R_1mEo2z9y6mHwRte","male","18 - 24","White","Some college"
"6148","last",1,NA,"Parker",NA,"Parker",1,0,0,"","He realized he wasnt playing catch with anyone.","R_1mEo2z9y6mHwRte","male","18 - 24","White","Some college"
"6149","last",1,NA,"Collins",NA,"Collins",1,0,0,"","It was his favorite katy perry song.","R_1mEo2z9y6mHwRte","male","18 - 24","White","Some college"
"6150","last",1,NA,"Cook",NA,"Cook",1,0,0,"","He went to take a shower.","R_1mEo2z9y6mHwRte","male","18 - 24","White","Some college"
"6151","last",1,NA,"Cooper",NA,"Cooper",1,0,0,"","he threw up on the girl next to him.","R_1mEo2z9y6mHwRte","male","18 - 24","White","Some college"
"6152","last",1,NA,"Bell",NA,"Bell",0,1,0,"","She cried that it wasnt bionicles.","R_1mEo2z9y6mHwRte","male","18 - 24","White","Some college"
"6153","last",1,NA,"Ward",NA,"Ward",1,0,0,"","He watched tv.","R_1mEo2z9y6mHwRte","male","18 - 24","White","Some college"
"6154","last",2,NA,"Smith",NA,"Smith",1,0,0,"","he rocked out.","R_3q9fbdS0vq0WSrJ","male","18 - 24","White","4 year degree"
"6155","last",2,NA,"Walker",NA,"Walker",1,0,0,"","he smoked a cigarette. ","R_3q9fbdS0vq0WSrJ","male","18 - 24","White","4 year degree"
"6156","last",2,NA,"Green",NA,"Green",1,0,0,"","he bought food.","R_3q9fbdS0vq0WSrJ","male","18 - 24","White","4 year degree"
"6157","last",2,NA,"Brown",NA,"Brown",1,0,0,"","he watched his handiwork.","R_3q9fbdS0vq0WSrJ","male","18 - 24","White","4 year degree"
"6158","last",2,NA,"Miller",NA,"Miller",0,1,0,"","she took sleeping pills.","R_3q9fbdS0vq0WSrJ","male","18 - 24","White","4 year degree"
"6159","last",2,NA,"Moore",NA,"Moore",1,0,0,"","he smoked a cigarette.","R_3q9fbdS0vq0WSrJ","male","18 - 24","White","4 year degree"
"6160","last",2,NA,"White",NA,"White",1,0,0,"","he took a sip.","R_3q9fbdS0vq0WSrJ","male","18 - 24","White","4 year degree"
"6161","last",2,NA,"Young",NA,"Young",1,0,0,"","he cleaned the house.","R_3q9fbdS0vq0WSrJ","male","18 - 24","White","4 year degree"
"6162","last",2,NA,"King",NA,"King",1,0,0,"","he made it food.","R_3q9fbdS0vq0WSrJ","male","18 - 24","White","4 year degree"
"6163","last",2,NA,"Wright",NA,"Wright",0,1,0,"","she drank a sip.","R_3q9fbdS0vq0WSrJ","male","18 - 24","White","4 year degree"
"6164","last",2,NA,"Hill",NA,"Hill",1,0,0,"","he put on his skis.","R_3q9fbdS0vq0WSrJ","male","18 - 24","White","4 year degree"
"6165","last",2,NA,"Brooks",NA,"Brooks",0,1,0,"","she had conversation.","R_3q9fbdS0vq0WSrJ","male","18 - 24","White","4 year degree"
"6166","last",2,NA,"Baker",NA,"Baker",1,0,0,"","he talked to people.","R_3q9fbdS0vq0WSrJ","male","18 - 24","White","4 year degree"
"6167","last",2,NA,"Campbell",NA,"Campbell",1,0,0,"","he took it off.","R_3q9fbdS0vq0WSrJ","male","18 - 24","White","4 year degree"
"6168","last",2,NA,"Turner",NA,"Turner",0,1,0,"","she yelled.","R_3q9fbdS0vq0WSrJ","male","18 - 24","White","4 year degree"
"6169","last",2,NA,"Parker",NA,"Parker",1,0,0,"","he caught a fish.","R_3q9fbdS0vq0WSrJ","male","18 - 24","White","4 year degree"
"6170","last",2,NA,"Collins",NA,"Collins",1,0,0,"","he breathed a sigh of relief.","R_3q9fbdS0vq0WSrJ","male","18 - 24","White","4 year degree"
"6171","last",2,NA,"Cook",NA,"Cook",1,0,0,"","he bought a case for the new one.","R_3q9fbdS0vq0WSrJ","male","18 - 24","White","4 year degree"
"6172","last",2,NA,"Cooper",NA,"Cooper",1,0,0,"","he put them on the drying rack.","R_3q9fbdS0vq0WSrJ","male","18 - 24","White","4 year degree"
"6173","last",2,NA,"Bell",NA,"Bell",1,0,0,"","he drank some tea.","R_3q9fbdS0vq0WSrJ","male","18 - 24","White","4 year degree"
"6174","last",2,NA,"Ward",NA,"Ward",1,0,0,"","he threw away the key.","R_3q9fbdS0vq0WSrJ","male","18 - 24","White","4 year degree"
"6175","last",3,NA,"Smith",NA,"Smith",1,0,0,"","He drank a soda","R_SGLzPxiF7TmZsFH","male","18 - 24","Black or African American","2 year degree"
"6176","last",3,NA,"Walker",NA,"Walker",1,0,0,"","He saw a stray cat","R_SGLzPxiF7TmZsFH","male","18 - 24","Black or African American","2 year degree"
"6177","last",3,NA,"Green",NA,"Green",1,0,0,"","He tapped his foot","R_SGLzPxiF7TmZsFH","male","18 - 24","Black or African American","2 year degree"
"6178","last",3,NA,"Brown",NA,"Brown",1,0,0,"","He used the fishing line toy","R_SGLzPxiF7TmZsFH","male","18 - 24","Black or African American","2 year degree"
"6179","last",3,NA,"Miller",NA,"Miller",1,0,0,"","He took lessons","R_SGLzPxiF7TmZsFH","male","18 - 24","Black or African American","2 year degree"
"6180","last",3,NA,"Moore",NA,"Moore",1,0,0,"","He sent a text","R_SGLzPxiF7TmZsFH","male","18 - 24","Black or African American","2 year degree"
"6181","last",3,NA,"White",NA,"White",1,0,0,"","He transferred his data over","R_SGLzPxiF7TmZsFH","male","18 - 24","Black or African American","2 year degree"
"6182","last",3,NA,"Young",NA,"Young",1,0,0,"","He went to bed","R_SGLzPxiF7TmZsFH","male","18 - 24","Black or African American","2 year degree"
"6183","last",3,NA,"King",NA,"King",1,0,0,"","He took it off","R_SGLzPxiF7TmZsFH","male","18 - 24","Black or African American","2 year degree"
"6184","last",3,NA,"Wright",NA,"Wright",1,0,0,"","He drank it","R_SGLzPxiF7TmZsFH","male","18 - 24","Black or African American","2 year degree"
"6185","last",3,NA,"Hill",NA,"Hill",1,0,0,"","He grabbed a soda","R_SGLzPxiF7TmZsFH","male","18 - 24","Black or African American","2 year degree"
"6186","last",3,NA,"Brooks",NA,"Brooks",1,0,0,"","He checked for who was open","R_SGLzPxiF7TmZsFH","male","18 - 24","Black or African American","2 year degree"
"6187","last",3,NA,"Baker",NA,"Baker",0,1,0,"","She walked to her car.","R_SGLzPxiF7TmZsFH","male","18 - 24","Black or African American","2 year degree"
"6188","last",3,NA,"Campbell",NA,"Campbell",1,0,0,"","He rocked out","R_SGLzPxiF7TmZsFH","male","18 - 24","Black or African American","2 year degree"
"6189","last",3,NA,"Turner",NA,"Turner",1,0,0,"","He put his clothes on","R_SGLzPxiF7TmZsFH","male","18 - 24","Black or African American","2 year degree"
"6190","last",3,NA,"Parker",NA,"Parker",1,0,0,"","He made a phone call","R_SGLzPxiF7TmZsFH","male","18 - 24","Black or African American","2 year degree"
"6191","last",3,NA,"Collins",NA,"Collins",1,0,0,"","He went to bed","R_SGLzPxiF7TmZsFH","male","18 - 24","Black or African American","2 year degree"
"6192","last",3,NA,"Cook",NA,"Cook",1,0,0,"","He put in new trash bags","R_SGLzPxiF7TmZsFH","male","18 - 24","Black or African American","2 year degree"
"6193","last",3,NA,"Cooper",NA,"Cooper",1,0,0,"","He watched the football game","R_SGLzPxiF7TmZsFH","male","18 - 24","Black or African American","2 year degree"
"6194","last",3,NA,"Bell",NA,"Bell",0,1,0,"","She drank it","R_SGLzPxiF7TmZsFH","male","18 - 24","Black or African American","2 year degree"
"6195","last",3,NA,"Ward",NA,"Ward",1,0,0,"","He sent an email","R_SGLzPxiF7TmZsFH","male","18 - 24","Black or African American","2 year degree"
"6196","last",2,NA,"Smith",NA,"Smith",1,0,0,"","he sat back and relaxed.","R_1E7oiAdZ7fywC06","female","45 - 54","WhiteAsian","2 year degree"
"6197","last",2,NA,"Walker",NA,"Walker",1,0,0,"","he stretched and grabbed something to eat.","R_1E7oiAdZ7fywC06","female","45 - 54","WhiteAsian","2 year degree"
"6198","last",2,NA,"Green",NA,"Green",1,0,0,"","he ordered a pizza.","R_1E7oiAdZ7fywC06","female","45 - 54","WhiteAsian","2 year degree"
"6199","last",2,NA,"Brown",NA,"Brown",1,0,0,"","he went to the home store to pick out new artwork.","R_1E7oiAdZ7fywC06","female","45 - 54","WhiteAsian","2 year degree"
"6200","last",2,NA,"Miller",NA,"Miller",1,0,0,"","he set his alarm.","R_1E7oiAdZ7fywC06","female","45 - 54","WhiteAsian","2 year degree"
"6201","last",2,NA,"Moore",NA,"Moore",1,0,0,"","he thought about what he was going to do as soon as he reached the office. ","R_1E7oiAdZ7fywC06","female","45 - 54","WhiteAsian","2 year degree"
"6202","last",2,NA,"White",NA,"White",1,0,0,"","he turned on the television.","R_1E7oiAdZ7fywC06","female","45 - 54","WhiteAsian","2 year degree"
"6203","last",2,NA,"Young",NA,"Young",1,0,0,"","he watered the grass.","R_1E7oiAdZ7fywC06","female","45 - 54","WhiteAsian","2 year degree"
"6204","last",2,NA,"King",NA,"King",1,0,0,"","he gave the cat some treats.","R_1E7oiAdZ7fywC06","female","45 - 54","WhiteAsian","2 year degree"
"6205","last",2,NA,"Wright",NA,"Wright",1,0,0,"","he had finished the drink.","R_1E7oiAdZ7fywC06","female","45 - 54","WhiteAsian","2 year degree"
"6206","last",2,NA,"Hill",NA,"Hill",1,0,0,"","he went online to look for a ski instructor.","R_1E7oiAdZ7fywC06","female","45 - 54","WhiteAsian","2 year degree"
"6207","last",2,NA,"Brooks",NA,"Brooks",0,1,0,"","she talked about her new dog.","R_1E7oiAdZ7fywC06","female","45 - 54","WhiteAsian","2 year degree"
"6208","last",2,NA,"Baker",NA,"Baker",1,0,0,"","he contemplated what was for dessert.","R_1E7oiAdZ7fywC06","female","45 - 54","WhiteAsian","2 year degree"
"6209","last",2,NA,"Campbell",NA,"Campbell",1,0,0,"","he went back outside to chop more wood.","R_1E7oiAdZ7fywC06","female","45 - 54","WhiteAsian","2 year degree"
"6210","last",2,NA,"Turner",NA,"Turner",1,0,0,"","he turned on the radio and  found some relaxing music to listen to.","R_1E7oiAdZ7fywC06","female","45 - 54","WhiteAsian","2 year degree"
"6211","last",2,NA,"Parker",NA,"Parker",1,0,0,"","he slowed down to help someone else. ","R_1E7oiAdZ7fywC06","female","45 - 54","WhiteAsian","2 year degree"
"6212","last",2,NA,"Collins",NA,"Collins",1,0,0,"","he sat down to decide what to do next.","R_1E7oiAdZ7fywC06","female","45 - 54","WhiteAsian","2 year degree"
"6213","last",2,NA,"Cook",NA,"Cook",1,0,0,"","he erased all of the information on it.","R_1E7oiAdZ7fywC06","female","45 - 54","WhiteAsian","2 year degree"
"6214","last",2,NA,"Cooper",NA,"Cooper",1,0,0,"","he turned on the television.","R_1E7oiAdZ7fywC06","female","45 - 54","WhiteAsian","2 year degree"
"6215","last",2,NA,"Bell",NA,"Bell",0,1,0,"","she got out plates and cups and soda. ","R_1E7oiAdZ7fywC06","female","45 - 54","WhiteAsian","2 year degree"
"6216","last",2,NA,"Ward",NA,"Ward",1,0,0,"","he walked to his car.","R_1E7oiAdZ7fywC06","female","45 - 54","WhiteAsian","2 year degree"
"6217","last",1,NA,"Smith",NA,"Smith",1,0,0,"","he stopped sweating","R_2OTI1rpgTBMl3Si","male","25 - 34","Black or African American","Some college"
"6218","last",1,NA,"Walker",NA,"Walker",1,0,0,"","he check his phone for appointments ","R_2OTI1rpgTBMl3Si","male","25 - 34","Black or African American","Some college"
"6219","last",1,NA,"Green",NA,"Green",1,0,0,"","he went outside to eat.","R_2OTI1rpgTBMl3Si","male","25 - 34","Black or African American","Some college"
"6220","last",1,NA,"Brown",NA,"Brown",1,0,0,"","he turn the music up louder","R_2OTI1rpgTBMl3Si","male","25 - 34","Black or African American","Some college"
"6221","last",1,NA,"Miller",NA,"Miller",1,0,0,"","he cooked a meal","R_2OTI1rpgTBMl3Si","male","25 - 34","Black or African American","Some college"
