"","Condition","List","GenderRating","NameShown","NameFirst","NameLast","He","She","Other","OtherType","Response","SubjID","SubjGender","SubjAge","SubjRace","SubjEd"
"2970","first",3,3.87,"Reese","Reese",NA,0,1,0,"","she replaced the trash bag.","R_1dNcraiqblJHXxV","female","18 - 24","Black or African American","Some college"
"2971","first",3,4.22,"Taylor","Taylor",NA,0,1,0,"","she took a sip and burned her tongue.","R_1dNcraiqblJHXxV","female","18 - 24","Black or African American","Some college"
"2972","first",3,4.34,"Riley","Riley",NA,0,1,0,"","she took a long hot shower.","R_1dNcraiqblJHXxV","female","18 - 24","Black or African American","Some college"
"2973","first",3,4.39,"Jessie","Jessie",NA,0,1,0,"","she started making dinner for everyone.","R_1dNcraiqblJHXxV","female","18 - 24","Black or African American","Some college"
"2974","first",3,4.73,"Kerry","Kerry",NA,0,1,0,"","she went out for drinks with her friends.","R_1dNcraiqblJHXxV","female","18 - 24","Black or African American","Some college"
"2975","first",3,5.22,"Blair","Blair",NA,1,0,0,"","He noticed the dog in the car next to him.","R_1dNcraiqblJHXxV","female","18 - 24","Black or African American","Some college"
"2976","first",3,5.34,"Jackie","Jackie",NA,0,1,0,"","she put on her clothes and got ready to drive back home.","R_1dNcraiqblJHXxV","female","18 - 24","Black or African American","Some college"
"2977","first",3,5.59,"Jodie","Jodie",NA,1,0,0,"","he heard his cellphone ring from the next room.","R_1dNcraiqblJHXxV","female","18 - 24","Black or African American","Some college"
"2978","first",3,5.86,"Elisha","Elisha",NA,0,1,0,"","she drank all the lemonade.","R_1dNcraiqblJHXxV","female","18 - 24","Black or African American","Some college"
"2979","first",3,6.24,"Ashley","Ashley",NA,0,1,0,"","she no longer needed her giant blanket.","R_1dNcraiqblJHXxV","female","18 - 24","Black or African American","Some college"
"2980","first",3,6.73,"Mary","Mary",NA,0,1,0,"","she gave the sender a call.","R_1dNcraiqblJHXxV","female","18 - 24","Black or African American","Some college"
"2981","first",3,6.78,"Rebecca","Rebecca",NA,0,1,0,"","she looked up some YouTube videos on skiing to get an idea of what to expect.","R_1dNcraiqblJHXxV","female","18 - 24","Black or African American","Some college"
"2982","first",3,6.82,"Emily","Emily",NA,0,1,0,"","she listened to her favorite song.","R_1dNcraiqblJHXxV","female","18 - 24","Black or African American","Some college"
"2983","first",1,1.21,"Matthew","Matthew",NA,1,0,0,"","he went to dress up to get to work.","R_2Tw4K0Ta3oSyybT","male","18 - 24","Asian","4 year degree"
"2984","first",1,1.24,"Brian","Brian",NA,1,0,0,"","he brushed his teeth and go to sleep.","R_2Tw4K0Ta3oSyybT","male","18 - 24","Asian","4 year degree"
"2985","first",1,1.28,"James","James",NA,1,0,0,"","he went to go watch TV.","R_2Tw4K0Ta3oSyybT","male","18 - 24","Asian","4 year degree"
"2986","first",1,2.12,"Chris","Chris",NA,1,0,0,"","he started singing along.","R_2Tw4K0Ta3oSyybT","male","18 - 24","Asian","4 year degree"
"2987","first",1,2.41,"Tommie","Tommie",NA,1,0,0,"","he backed up his phone.","R_2Tw4K0Ta3oSyybT","male","18 - 24","Asian","4 year degree"
"2988","first",1,2.61,"Emerson","Emerson",NA,1,0,0,"","he removed his shoes.","R_2Tw4K0Ta3oSyybT","male","18 - 24","Asian","4 year degree"
"2989","first",1,3.61,"Stevie","Stevie",NA,1,0,0,"","he was happy.","R_2Tw4K0Ta3oSyybT","male","18 - 24","Asian","4 year degree"
"2990","first",1,3.75,"Quinn","Quinn",NA,0,1,0,"","she went to go pee","R_2Tw4K0Ta3oSyybT","male","18 - 24","Asian","4 year degree"
"2991","first",1,3.87,"Reese","Reese",NA,1,0,0,"","he was reading an article.","R_2Tw4K0Ta3oSyybT","male","18 - 24","Asian","4 year degree"
"2992","first",1,4.22,"Taylor","Taylor",NA,0,1,0,"","she took a rest.","R_2Tw4K0Ta3oSyybT","male","18 - 24","Asian","4 year degree"
"2993","first",1,4.34,"Riley","Riley",NA,0,1,0,"","she removed it.","R_2Tw4K0Ta3oSyybT","male","18 - 24","Asian","4 year degree"
"2994","first",1,4.39,"Jessie","Jessie",NA,0,1,0,"","she went to go eat.","R_2Tw4K0Ta3oSyybT","male","18 - 24","Asian","4 year degree"
"2995","first",1,4.73,"Kerry","Kerry",NA,0,1,0,"","she was shocked.","R_2Tw4K0Ta3oSyybT","male","18 - 24","Asian","4 year degree"
"2996","first",1,5.22,"Blair","Blair",NA,0,1,0,"","she was looking at her phone.","R_2Tw4K0Ta3oSyybT","male","18 - 24","Asian","4 year degree"
"2997","first",1,5.34,"Jackie","Jackie",NA,0,1,0,"","she was thinking about things.","R_2Tw4K0Ta3oSyybT","male","18 - 24","Asian","4 year degree"
"2998","first",1,5.59,"Jodie","Jodie",NA,0,1,0,"","she's choosing a song.","R_2Tw4K0Ta3oSyybT","male","18 - 24","Asian","4 year degree"
"2999","first",1,5.86,"Elisha","Elisha",NA,0,1,0,"","she went to get a snack.","R_2Tw4K0Ta3oSyybT","male","18 - 24","Asian","4 year degree"
"3000","first",1,6.24,"Ashley","Ashley",NA,0,1,0,"","she watched her favorite show.","R_2Tw4K0Ta3oSyybT","male","18 - 24","Asian","4 year degree"
"3001","first",1,6.73,"Mary","Mary",NA,0,1,0,"","she watched videos.","R_2Tw4K0Ta3oSyybT","male","18 - 24","Asian","4 year degree"
"3002","first",1,6.78,"Rebecca","Rebecca",NA,0,1,0,"","she was happy.","R_2Tw4K0Ta3oSyybT","male","18 - 24","Asian","4 year degree"
"3003","first",1,6.82,"Emily","Emily",NA,0,1,0,"","she turned it off.","R_2Tw4K0Ta3oSyybT","male","18 - 24","Asian","4 year degree"
"3004","first",2,1.21,"Matthew","Matthew",NA,1,0,0,"","he expressed his delight and hugged his mom.","R_2zT14awL8b5XMTW","female","35 - 44","White","4 year degree"
"3005","first",2,1.24,"Brian","Brian",NA,1,0,0,"","he decided to get one for his own cat.","R_2zT14awL8b5XMTW","female","35 - 44","White","4 year degree"
"3006","first",2,1.28,"James","James",NA,1,0,0,"","he immediately called his girlfriend to break up.","R_2zT14awL8b5XMTW","female","35 - 44","White","4 year degree"
"3007","first",2,2.12,"Chris","Chris",NA,1,0,0,"","he went to the lobby and bought a drink.","R_2zT14awL8b5XMTW","female","35 - 44","White","4 year degree"
"3008","first",2,2.41,"Tommie","Tommie",NA,0,1,0,"","she went to bed early.","R_2zT14awL8b5XMTW","female","35 - 44","White","4 year degree"
"3009","first",2,2.61,"Emerson","Emerson",NA,1,0,0,"","he dried and put them away.","R_2zT14awL8b5XMTW","female","35 - 44","White","4 year degree"
"3010","first",2,3.61,"Stevie","Stevie",NA,1,0,0,"","he looked for a recipe to make dinner.","R_2zT14awL8b5XMTW","female","35 - 44","White","4 year degree"
"3011","first",2,3.75,"Quinn","Quinn",NA,0,1,0,"","she regretted getting too few vegetables.","R_2zT14awL8b5XMTW","female","35 - 44","White","4 year degree"
"3012","first",2,3.87,"Reese","Reese",NA,1,0,0,"","he managed to drink it all.","R_2zT14awL8b5XMTW","female","35 - 44","White","4 year degree"
"3013","first",2,4.22,"Taylor","Taylor",NA,0,1,0,"","she held it high and laughed.","R_2zT14awL8b5XMTW","female","35 - 44","White","4 year degree"
"3014","first",2,4.34,"Riley","Riley",NA,0,1,0,"","she cleaned the brushes.","R_2zT14awL8b5XMTW","female","35 - 44","White","4 year degree"
"3015","first",2,4.39,"Jessie","Jessie",NA,0,1,0,"","she sang along with her favorite musician.","R_2zT14awL8b5XMTW","female","35 - 44","White","4 year degree"
"3016","first",2,4.73,"Kerry","Kerry",NA,1,0,0,"","he started to build a snowman","R_2zT14awL8b5XMTW","female","35 - 44","White","4 year degree"
"3017","first",2,5.22,"Blair","Blair",NA,0,1,0,"","she relaxed and watched tv","R_2zT14awL8b5XMTW","female","35 - 44","White","4 year degree"
"3018","first",2,5.34,"Jackie","Jackie",NA,0,1,0,"","she watched some Youtube videos on skiing.","R_2zT14awL8b5XMTW","female","35 - 44","White","4 year degree"
"3019","first",2,5.59,"Jodie","Jodie",NA,0,1,0,"","she relaxed on a chair in the sun.","R_2zT14awL8b5XMTW","female","35 - 44","White","4 year degree"
"3020","first",2,5.86,"Elisha","Elisha",NA,0,1,0,"","she fixed herself a reward snack.","R_2zT14awL8b5XMTW","female","35 - 44","White","4 year degree"
"3021","first",2,6.24,"Ashley","Ashley",NA,0,1,0,"","she made a call to the pharmacy.","R_2zT14awL8b5XMTW","female","35 - 44","White","4 year degree"
"3022","first",2,6.73,"Mary","Mary",NA,0,1,0,"","she saw an old friend and waved","R_2zT14awL8b5XMTW","female","35 - 44","White","4 year degree"
"3023","first",2,6.78,"Rebecca","Rebecca",NA,0,1,0,"","she fixed a salad.","R_2zT14awL8b5XMTW","female","35 - 44","White","4 year degree"
"3024","first",2,6.82,"Emily","Emily",NA,0,1,0,"","she called work to say she'd be late.","R_2zT14awL8b5XMTW","female","35 - 44","White","4 year degree"
"3025","first",3,1.21,"Matthew","Matthew",NA,1,0,0,"","he went to the fridge to get some dessert. ","R_31YhDiv94d3VVcH","male","25 - 34","White","Some college"
"3026","first",3,1.24,"Brian","Brian",NA,1,0,0,"","he went to the bathroom so he wouldn't miss any of the show later on. ","R_31YhDiv94d3VVcH","male","25 - 34","White","Some college"
"3027","first",3,1.28,"James","James",NA,1,0,0,"","he looked at the ball with confusion. ","R_31YhDiv94d3VVcH","male","25 - 34","White","Some college"
"3028","first",3,2.12,"Chris","Chris",NA,1,0,0,"","he went to the living room to turn on the television. ","R_31YhDiv94d3VVcH","male","25 - 34","White","Some college"
"3029","first",3,2.41,"Tommie","Tommie",NA,1,0,0,"","he decided to e-mail the doctor to ensure they got his message. ","R_31YhDiv94d3VVcH","male","25 - 34","White","Some college"
"3030","first",3,2.61,"Emerson","Emerson",NA,1,0,0,"","he watched some videos on YouTube to wind down. ","R_31YhDiv94d3VVcH","male","25 - 34","White","Some college"
"3031","first",3,3.61,"Stevie","Stevie",NA,1,0,0,"","he stopped to get a drink at the water fountain. ","R_31YhDiv94d3VVcH","male","25 - 34","White","Some college"
"3032","first",3,3.75,"Quinn","Quinn",NA,1,0,0,"","he noticed that he really enjoyed the taco salad and began wondering what sauce the person used to make it.","R_31YhDiv94d3VVcH","male","25 - 34","White","Some college"
"3033","first",3,3.87,"Reese","Reese",NA,1,0,0,"","he put a new trash bag into the trashcan. ","R_31YhDiv94d3VVcH","male","25 - 34","White","Some college"
"3034","first",3,4.22,"Taylor","Taylor",NA,0,0,1,"singular they","they added honey to sweeten the tea and to ensure the honey would dissolve. ","R_31YhDiv94d3VVcH","male","25 - 34","White","Some college"
"3035","first",3,4.34,"Riley","Riley",NA,0,0,1,"singular they","they grabbed the leash to put it on the dog. ","R_31YhDiv94d3VVcH","male","25 - 34","White","Some college"
"3036","first",3,4.39,"Jessie","Jessie",NA,1,0,0,"","he put the bags into a storage container for later use or recycling. ","R_31YhDiv94d3VVcH","male","25 - 34","White","Some college"
"3037","first",3,4.73,"Kerry","Kerry",NA,0,1,0,"","she decided to take the jacket off. ","R_31YhDiv94d3VVcH","male","25 - 34","White","Some college"
"3038","first",3,5.22,"Blair","Blair",NA,0,1,0,"","she switched through the radio stations to find new songs. ","R_31YhDiv94d3VVcH","male","25 - 34","White","Some college"
"3039","first",3,5.34,"Jackie","Jackie",NA,0,1,0,"","she put the towel outside on the deck railing to dry. ","R_31YhDiv94d3VVcH","male","25 - 34","White","Some college"
"3040","first",3,5.59,"Jodie","Jodie",NA,0,1,0,"","she wet her hair to wash it. ","R_31YhDiv94d3VVcH","male","25 - 34","White","Some college"
"3041","first",3,5.86,"Elisha","Elisha",NA,0,1,0,"","she drank the lemonade. ","R_31YhDiv94d3VVcH","male","25 - 34","White","Some college"
"3042","first",3,6.24,"Ashley","Ashley",NA,0,1,0,"","she decided to cook dinner. ","R_31YhDiv94d3VVcH","male","25 - 34","White","Some college"
"3043","first",3,6.73,"Mary","Mary",NA,0,1,0,"","she decided not to respond. ","R_31YhDiv94d3VVcH","male","25 - 34","White","Some college"
"3044","first",3,6.78,"Rebecca","Rebecca",NA,0,1,0,"","she watched some YouTube videos to make sure she knew what to do. ","R_31YhDiv94d3VVcH","male","25 - 34","White","Some college"
"3045","first",3,6.82,"Emily","Emily",NA,0,1,0,"","she glanced over the paper for any additional mistakes she may have missed. ","R_31YhDiv94d3VVcH","male","25 - 34","White","Some college"
"3046","first",2,1.21,"Matthew","Matthew",NA,1,0,0,"","he smiled and his eyes opened wide.","R_2atMtGJxfFK791S","male","35 - 44","White","4 year degree"
"3047","first",2,1.24,"Brian","Brian",NA,1,0,0,"","he got tired and place the laser pointer back on the shelf.","R_2atMtGJxfFK791S","male","35 - 44","White","4 year degree"
"3048","first",2,1.28,"James","James",NA,1,0,0,"","he sent a quick reply.","R_2atMtGJxfFK791S","male","35 - 44","White","4 year degree"
"3049","first",2,2.12,"Chris","Chris",NA,0,0,1,"repeat name","Chris got a drink from the water fountain.","R_2atMtGJxfFK791S","male","35 - 44","White","4 year degree"
"3050","first",2,2.41,"Tommie","Tommie",NA,1,0,0,"","he brushed his teeth and went to bed.","R_2atMtGJxfFK791S","male","35 - 44","White","4 year degree"
"3051","first",2,2.61,"Emerson","Emerson",NA,1,0,0,"","he played video games on his phone for an hour.","R_2atMtGJxfFK791S","male","35 - 44","White","4 year degree"
"3052","first",2,3.61,"Stevie","Stevie",NA,1,0,0,"","he realized that he forgot to buy milk.","R_2atMtGJxfFK791S","male","35 - 44","White","4 year degree"
"3053","first",2,3.75,"Quinn","Quinn",NA,1,0,0,"","his plastic fork broke.","R_2atMtGJxfFK791S","male","35 - 44","White","4 year degree"
"3054","first",2,3.87,"Reese","Reese",NA,1,0,0,"","he topped off his glass.","R_2atMtGJxfFK791S","male","35 - 44","White","4 year degree"
"3055","first",2,4.22,"Taylor","Taylor",NA,1,0,0,"","he made sure his partner was paying attention.","R_2atMtGJxfFK791S","male","35 - 44","White","4 year degree"
"3056","first",2,4.34,"Riley","Riley",NA,1,0,0,"","Riley poured himself an ice tea.","R_2atMtGJxfFK791S","male","35 - 44","White","4 year degree"
"3057","first",2,4.39,"Jessie","Jessie",NA,0,1,0,"","she couldn't hear her phone when it rang.","R_2atMtGJxfFK791S","male","35 - 44","White","4 year degree"
"3058","first",2,4.73,"Kerry","Kerry",NA,1,0,0,"","he took the jacket off.","R_2atMtGJxfFK791S","male","35 - 44","White","4 year degree"
"3059","first",2,5.22,"Blair","Blair",NA,0,0,1,"repeat name","the sweat on Blair's head evaporated.","R_2atMtGJxfFK791S","male","35 - 44","White","4 year degree"
"3060","first",2,5.34,"Jackie","Jackie",NA,1,0,0,"","he watched many videos on Youtube.","R_2atMtGJxfFK791S","male","35 - 44","White","4 year degree"
"3061","first",2,5.59,"Jodie","Jodie",NA,0,1,0,"","she bought a snack at the concessions stand.","R_2atMtGJxfFK791S","male","35 - 44","White","4 year degree"
"3062","first",2,5.86,"Elisha","Elisha",NA,0,1,0,"","she continued reading it over on the screen.","R_2atMtGJxfFK791S","male","35 - 44","White","4 year degree"
"3063","first",2,6.24,"Ashley","Ashley",NA,0,1,0,"","she received a call back.","R_2atMtGJxfFK791S","male","35 - 44","White","4 year degree"
"3064","first",2,6.73,"Mary","Mary",NA,0,1,0,"","she opened her umbrella to protect herself from the rain.","R_2atMtGJxfFK791S","male","35 - 44","White","4 year degree"
"3065","first",2,6.78,"Rebecca","Rebecca",NA,0,1,0,"","she opened a bottle of beer.","R_2atMtGJxfFK791S","male","35 - 44","White","4 year degree"
"3066","first",2,6.82,"Emily","Emily",NA,0,1,0,"","she saw a pedestrian fall down in the crosswalk.","R_2atMtGJxfFK791S","male","35 - 44","White","4 year degree"
"3067","first",3,1.21,"Matthew","Matthew",NA,1,0,0,"","he enjoyed his meal in peace and quiet.","R_3M378Fs5GUbglws","male","35 - 44","White","4 year degree"
"3068","first",3,1.24,"Brian","Brian",NA,1,0,0,"","he checked his phone to see what the score was for the hockey game. ","R_3M378Fs5GUbglws","male","35 - 44","White","4 year degree"
"3069","first",3,1.28,"James","James",NA,1,0,0,"","he stepped forward with his left foot to put more weight into his throw. ","R_3M378Fs5GUbglws","male","35 - 44","White","4 year degree"
"3070","first",3,2.12,"Chris","Chris",NA,1,0,0,"","he turned the outside light on so that his wife could see better when she came home later.","R_3M378Fs5GUbglws","male","35 - 44","White","4 year degree"
"3071","first",3,2.41,"Tommie","Tommie",NA,1,0,0,"","he decided to check Webmd on his phone to see what his symptoms meant. ","R_3M378Fs5GUbglws","male","35 - 44","White","4 year degree"
"3072","first",3,2.61,"Emerson","Emerson",NA,1,0,0,"","he set his alarm on his phone so he did not sleep in too much.","R_3M378Fs5GUbglws","male","35 - 44","White","4 year degree"
"3073","first",3,3.61,"Stevie","Stevie",NA,1,0,0,"","he stretched and made sure to re-hydrate fully.","R_3M378Fs5GUbglws","male","35 - 44","White","4 year degree"
"3074","first",3,3.75,"Quinn","Quinn",NA,0,1,0,"","she scanned the room looking to see if anyone else had come to the party so she didn't feel like such a loser. ","R_3M378Fs5GUbglws","male","35 - 44","White","4 year degree"
"3075","first",3,3.87,"Reese","Reese",NA,1,0,0,"","he opened the side door with his forearms taking care not to touch anything with his now dirtied hands. ","R_3M378Fs5GUbglws","male","35 - 44","White","4 year degree"
"3076","first",3,4.22,"Taylor","Taylor",NA,1,0,0,"","he dunked a cookie and took a bite. ","R_3M378Fs5GUbglws","male","35 - 44","White","4 year degree"
"3077","first",3,4.34,"Riley","Riley",NA,1,0,0,"","he brought the leash out to the back and was greeted by his ecstatic dog. ","R_3M378Fs5GUbglws","male","35 - 44","White","4 year degree"
"3078","first",3,4.39,"Jessie","Jessie",NA,0,1,0,"","she folded up her reusable bags and put them back into her purse for future use. ","R_3M378Fs5GUbglws","male","35 - 44","White","4 year degree"
"3079","first",3,4.73,"Kerry","Kerry",NA,1,0,0,"","he took the trash cans out to the curb since it was to be picked up in the morning.","R_3M378Fs5GUbglws","male","35 - 44","White","4 year degree"
"3080","first",3,5.22,"Blair","Blair",NA,0,1,0,"","she changed the radio station as she was tired of listening to commercials. ","R_3M378Fs5GUbglws","male","35 - 44","White","4 year degree"
"3081","first",3,5.34,"Jackie","Jackie",NA,0,1,0,"","she went back inside to shower and get dressed. ","R_3M378Fs5GUbglws","male","35 - 44","White","4 year degree"
